GroupCode,GroupName,CountryCode,CountryName
EAR,Early-demographic dividend,PAK,Pakistan
EAR,Early-demographic dividend,PAN,Panama
EAR,Early-demographic dividend,PER,Peru
EAR,Early-demographic dividend,PHL,Philippines
EAR,Early-demographic dividend,PNG,Papua New Guinea
EAR,Early-demographic dividend,PRY,Paraguay
EAR,Early-demographic dividend,PSE,West Bank and Gaza
EAR,Early-demographic dividend,RWA,Rwanda
EAR,Early-demographic dividend,SAU,Saudi Arabia
EAR,Early-demographic dividend,SLB,Solomon Islands
EAR,Early-demographic dividend,SLV,El Salvador
EAR,Early-demographic dividend,SUR,Suriname
EAR,Early-demographic dividend,SWZ,Eswatini
EAR,Early-demographic dividend,SYR,Syrian Arab Republic
EAR,Early-demographic dividend,TJK,Tajikistan
EAR,Early-demographic dividend,TKM,Turkmenistan
EAR,Early-demographic dividend,TON,Tonga
EAR,Early-demographic dividend,TUR,Turkey
EAR,Early-demographic dividend,UZB,Uzbekistan
EAR,Early-demographic dividend,VEN,"Venezuela, RB"
EAR,Early-demographic dividend,VUT,Vanuatu
EAR,Early-demographic dividend,WSM,Samoa
EAR,Early-demographic dividend,YEM,"Yemen, Rep."
EAR,Early-demographic dividend,ZAF,South Africa
EAR,Early-demographic dividend,ZWE,Zimbabwe
EAS,East Asia & Pacific,ASM,American Samoa
EAS,East Asia & Pacific,AUS,Australia
EAS,East Asia & Pacific,BRN,Brunei Darussalam
EAS,East Asia & Pacific,CHN,China
EAS,East Asia & Pacific,FJI,Fiji
EAS,East Asia & Pacific,FSM,"Micronesia, Fed. Sts."
EAS,East Asia & Pacific,GUM,Guam
EAS,East Asia & Pacific,HKG,"Hong Kong SAR, China"
EAS,East Asia & Pacific,IDN,Indonesia
EAS,East Asia & Pacific,JPN,Japan
EAS,East Asia & Pacific,KHM,Cambodia
EAS,East Asia & Pacific,KIR,Kiribati
EAS,East Asia & Pacific,KOR,"Korea, Rep."
EAS,East Asia & Pacific,LAO,Lao PDR
EAS,East Asia & Pacific,MAC,"Macao SAR, China"
EAS,East Asia & Pacific,MHL,Marshall Islands
EAS,East Asia & Pacific,MMR,Myanmar
EAS,East Asia & Pacific,MNG,Mongolia
EAS,East Asia & Pacific,MNP,Northern Mariana Islands
EAS,East Asia & Pacific,MYS,Malaysia
EAS,East Asia & Pacific,NCL,New Caledonia
EAS,East Asia & Pacific,NRU,Nauru
EAS,East Asia & Pacific,NZL,New Zealand
EAS,East Asia & Pacific,PHL,Philippines
EAS,East Asia & Pacific,PLW,Palau
EAS,East Asia & Pacific,PNG,Papua New Guinea
EAS,East Asia & Pacific,PRK,"Korea, Dem. People's Rep."
EAS,East Asia & Pacific,PYF,French Polynesia
EAS,East Asia & Pacific,SGP,Singapore
EAS,East Asia & Pacific,SLB,Solomon Islands
EAS,East Asia & Pacific,THA,Thailand
EAS,East Asia & Pacific,TLS,Timor-Leste
EAS,East Asia & Pacific,TON,Tonga
EAS,East Asia & Pacific,TUV,Tuvalu
EAS,East Asia & Pacific,TWN,"Taiwan, China"
EAS,East Asia & Pacific,VNM,Vietnam
EAS,East Asia & Pacific,VUT,Vanuatu
EAS,East Asia & Pacific,WSM,Samoa
ECS,Europe & Central Asia,ALB,Albania
ECS,Europe & Central Asia,AND,Andorra
ECS,Europe & Central Asia,ARM,Armenia
ECS,Europe & Central Asia,AUT,Austria
ECS,Europe & Central Asia,AZE,Azerbaijan
ECS,Europe & Central Asia,BEL,Belgium
ECS,Europe & Central Asia,BGR,Bulgaria
ECS,Europe & Central Asia,BIH,Bosnia and Herzegovina
ECS,Europe & Central Asia,BLR,Belarus
ECS,Europe & Central Asia,CHE,Switzerland
ECS,Europe & Central Asia,CHI,Channel Islands
ECS,Europe & Central Asia,CYP,Cyprus
ECS,Europe & Central Asia,CZE,Czech Republic
ECS,Europe & Central Asia,DEU,Germany
ECS,Europe & Central Asia,DNK,Denmark
ECS,Europe & Central Asia,ESP,Spain
ECS,Europe & Central Asia,EST,Estonia
ECS,Europe & Central Asia,FIN,Finland
ECS,Europe & Central Asia,FRA,France
ECS,Europe & Central Asia,FRO,Faroe Islands
ECS,Europe & Central Asia,GBR,United Kingdom
ECS,Europe & Central Asia,GEO,Georgia
ECS,Europe & Central Asia,GIB,Gibraltar
ECS,Europe & Central Asia,GRC,Greece
ECS,Europe & Central Asia,GRL,Greenland
ECS,Europe & Central Asia,HRV,Croatia
ECS,Europe & Central Asia,HUN,Hungary
ECS,Europe & Central Asia,IMN,Isle of Man
ECS,Europe & Central Asia,IRL,Ireland
ECS,Europe & Central Asia,ISL,Iceland
ECS,Europe & Central Asia,ITA,Italy
ECS,Europe & Central Asia,KAZ,Kazakhstan
ECS,Europe & Central Asia,KGZ,Kyrgyz Republic
ECS,Europe & Central Asia,LIE,Liechtenstein
ECS,Europe & Central Asia,LTU,Lithuania
ECS,Europe & Central Asia,LUX,Luxembourg
ECS,Europe & Central Asia,LVA,Latvia
ECS,Europe & Central Asia,MCO,Monaco
ECS,Europe & Central Asia,MDA,Moldova
ECS,Europe & Central Asia,MKD,North Macedonia
ECS,Europe & Central Asia,MNE,Montenegro
ECS,Europe & Central Asia,NLD,Netherlands
ECS,Europe & Central Asia,NOR,Norway
ECS,Europe & Central Asia,POL,Poland
ECS,Europe & Central Asia,PRT,Portugal
ECS,Europe & Central Asia,ROU,Romania
ECS,Europe & Central Asia,RUS,Russian Federation
ECS,Europe & Central Asia,SMR,San Marino
ECS,Europe & Central Asia,SRB,Serbia
ECS,Europe & Central Asia,SVK,Slovak Republic
ECS,Europe & Central Asia,SVN,Slovenia
ECS,Europe & Central Asia,SWE,Sweden
ECS,Europe & Central Asia,TJK,Tajikistan
ECS,Europe & Central Asia,TKM,Turkmenistan
ECS,Europe & Central Asia,TUR,Turkey
ECS,Europe & Central Asia,UKR,Ukraine
ECS,Europe & Central Asia,UZB,Uzbekistan
ECS,Europe & Central Asia,XKX,Kosovo
EMU,Euro area,AUT,Austria
EMU,Euro area,BEL,Belgium
EMU,Euro area,CYP,Cyprus
EMU,Euro area,DEU,Germany
EMU,Euro area,ESP,Spain
EMU,Euro area,EST,Estonia
EMU,Euro area,FIN,Finland
EMU,Euro area,FRA,France
EMU,Euro area,GRC,Greece
EMU,Euro area,IRL,Ireland
EMU,Euro area,ITA,Italy
EMU,Euro area,LTU,Lithuania
EMU,Euro area,LUX,Luxembourg
EMU,Euro area,LVA,Latvia
EMU,Euro area,MLT,Malta
EMU,Euro area,NLD,Netherlands
EMU,Euro area,PRT,Portugal
EMU,Euro area,SVK,Slovak Republic
EMU,Euro area,SVN,Slovenia
EUU,European Union,AUT,Austria
EUU,European Union,BEL,Belgium
EUU,European Union,BGR,Bulgaria
EUU,European Union,CYP,Cyprus
EUU,European Union,CZE,Czech Republic
EUU,European Union,DEU,Germany
EUU,European Union,DNK,Denmark
EUU,European Union,ESP,Spain
EUU,European Union,EST,Estonia
EUU,European Union,FIN,Finland
EUU,European Union,FRA,France
EUU,European Union,GRC,Greece
EUU,European Union,HRV,Croatia
EUU,European Union,HUN,Hungary
EUU,European Union,IRL,Ireland
EUU,European Union,ITA,Italy
EUU,European Union,LTU,Lithuania
EUU,European Union,LUX,Luxembourg
EUU,European Union,LVA,Latvia
EUU,European Union,MLT,Malta
EUU,European Union,NLD,Netherlands
EUU,European Union,POL,Poland
EUU,European Union,PRT,Portugal
EUU,European Union,ROU,Romania
EUU,European Union,SVK,Slovak Republic
EUU,European Union,SVN,Slovenia
EUU,European Union,SWE,Sweden
FCS,Fragile and conflict affected situations,AFG,Afghanistan
FCS,Fragile and conflict affected situations,BDI,Burundi
FCS,Fragile and conflict affected situations,BFA,Burkina Faso
FCS,Fragile and conflict affected situations,CAF,Central African Republic
FCS,Fragile and conflict affected situations,CMR,Cameroon
FCS,Fragile and conflict affected situations,COD,"Congo, Dem. Rep."
FCS,Fragile and conflict affected situations,COG,"Congo, Rep."
FCS,Fragile and conflict affected situations,COM,Comoros
FCS,Fragile and conflict affected situations,ERI,Eritrea
FCS,Fragile and conflict affected situations,FSM,"Micronesia, Fed. Sts."
FCS,Fragile and conflict affected situations,GMB,"Gambia, The"
FCS,Fragile and conflict affected situations,GNB,Guinea-Bissau
FCS,Fragile and conflict affected situations,HTI,Haiti
FCS,Fragile and conflict affected situations,IRQ,Iraq
FCS,Fragile and conflict affected situations,KIR,Kiribati
FCS,Fragile and conflict affected situations,LBN,Lebanon
FCS,Fragile and conflict affected situations,LBR,Liberia
FCS,Fragile and conflict affected situations,LBY,Libya
FCS,Fragile and conflict affected situations,MHL,Marshall Islands
FCS,Fragile and conflict affected situations,MLI,Mali
FCS,Fragile and conflict affected situations,MMR,Myanmar
FCS,Fragile and conflict affected situations,NER,Niger
FCS,Fragile and conflict affected situations,NGA,Nigeria
FCS,Fragile and conflict affected situations,PNG,Papua New Guinea
FCS,Fragile and conflict affected situations,PSE,West Bank and Gaza
FCS,Fragile and conflict affected situations,SDN,Sudan
FCS,Fragile and conflict affected situations,SLB,Solomon Islands
FCS,Fragile and conflict affected situations,SOM,Somalia
FCS,Fragile and conflict affected situations,SSD,South Sudan
FCS,Fragile and conflict affected situations,SYR,Syrian Arab Republic
FCS,Fragile and conflict affected situations,TCD,Chad
FCS,Fragile and conflict affected situations,TLS,Timor-Leste
FCS,Fragile and conflict affected situations,TUV,Tuvalu
FCS,Fragile and conflict affected situations,VEN,"Venezuela, RB"
FCS,Fragile and conflict affected situations,XKX,Kosovo
FCS,Fragile and conflict affected situations,YEM,"Yemen, Rep."
FCS,Fragile and conflict affected situations,ZWE,Zimbabwe
HPC,Heavily indebted poor countries (HIPC),AFG,Afghanistan
HPC,Heavily indebted poor countries (HIPC),BDI,Burundi
HPC,Heavily indebted poor countries (HIPC),BEN,Benin
HPC,Heavily indebted poor countries (HIPC),BFA,Burkina Faso
HPC,Heavily indebted poor countries (HIPC),BOL,Bolivia
HPC,Heavily indebted poor countries (HIPC),CAF,Central African Republic
HPC,Heavily indebted poor countries (HIPC),CIV,Cote d'Ivoire
HPC,Heavily indebted poor countries (HIPC),CMR,Cameroon
HPC,Heavily indebted poor countries (HIPC),COD,"Congo, Dem. Rep."
HPC,Heavily indebted poor countries (HIPC),COG,"Congo, Rep."
HPC,Heavily indebted poor countries (HIPC),COM,Comoros
HPC,Heavily indebted poor countries (HIPC),ERI,Eritrea
HPC,Heavily indebted poor countries (HIPC),ETH,Ethiopia
HPC,Heavily indebted poor countries (HIPC),GHA,Ghana
HPC,Heavily indebted poor countries (HIPC),GIN,Guinea
HPC,Heavily indebted poor countries (HIPC),GMB,"Gambia, The"
HPC,Heavily indebted poor countries (HIPC),GNB,Guinea-Bissau
HPC,Heavily indebted poor countries (HIPC),GUY,Guyana
HPC,Heavily indebted poor countries (HIPC),HND,Honduras
HPC,Heavily indebted poor countries (HIPC),HTI,Haiti
HPC,Heavily indebted poor countries (HIPC),LBR,Liberia
HPC,Heavily indebted poor countries (HIPC),MDG,Madagascar
HPC,Heavily indebted poor countries (HIPC),MLI,Mali
HPC,Heavily indebted poor countries (HIPC),MOZ,Mozambique
HPC,Heavily indebted poor countries (HIPC),MRT,Mauritania
HPC,Heavily indebted poor countries (HIPC),MWI,Malawi
HPC,Heavily indebted poor countries (HIPC),NER,Niger
HPC,Heavily indebted poor countries (HIPC),NIC,Nicaragua
HPC,Heavily indebted poor countries (HIPC),RWA,Rwanda
HPC,Heavily indebted poor countries (HIPC),SDN,Sudan
HPC,Heavily indebted poor countries (HIPC),SEN,Senegal
HPC,Heavily indebted poor countries (HIPC),SLE,Sierra Leone
HPC,Heavily indebted poor countries (HIPC),SOM,Somalia
HPC,Heavily indebted poor countries (HIPC),STP,Sao Tome and Principe
HPC,Heavily indebted poor countries (HIPC),TCD,Chad
HPC,Heavily indebted poor countries (HIPC),TGO,Togo
HPC,Heavily indebted poor countries (HIPC),TZA,Tanzania
HPC,Heavily indebted poor countries (HIPC),UGA,Uganda
HPC,Heavily indebted poor countries (HIPC),ZMB,Zambia
IBD,IBRD only,AGO,Angola
IBD,IBRD only,ALB,Albania
IBD,IBRD only,ARG,Argentina
IBD,IBRD only,ARM,Armenia
IBD,IBRD only,ATG,Antigua and Barbuda
IBD,IBRD only,AZE,Azerbaijan
IBD,IBRD only,BGR,Bulgaria
IBD,IBRD only,BIH,Bosnia and Herzegovina
IBD,IBRD only,BLR,Belarus
IBD,IBRD only,BLZ,Belize
IBD,IBRD only,BOL,Bolivia
IBD,IBRD only,BRA,Brazil
IBD,IBRD only,BWA,Botswana
IBD,IBRD only,CHL,Chile
IBD,IBRD only,CHN,China
IBD,IBRD only,COL,Colombia
IBD,IBRD only,CRI,Costa Rica
IBD,IBRD only,DOM,Dominican Republic
IBD,IBRD only,DZA,Algeria
IBD,IBRD only,ECU,Ecuador
IBD,IBRD only,EGY,"Egypt, Arab Rep."
IBD,IBRD only,GAB,Gabon
IBD,IBRD only,GEO,Georgia
IBD,IBRD only,GNQ,Equatorial Guinea
IBD,IBRD only,GTM,Guatemala
IBD,IBRD only,HRV,Croatia
IBD,IBRD only,IDN,Indonesia
IBD,IBRD only,IND,India
IBD,IBRD only,IRN,"Iran, Islamic Rep."
IBD,IBRD only,IRQ,Iraq
IBD,IBRD only,JAM,Jamaica
IBD,IBRD only,JOR,Jordan
IBD,IBRD only,KAZ,Kazakhstan
IBD,IBRD only,KNA,St. Kitts and Nevis
IBD,IBRD only,LBN,Lebanon
IBD,IBRD only,LBY,Libya
IBD,IBRD only,LKA,Sri Lanka
IBD,IBRD only,MAR,Morocco
IBD,IBRD only,MDA,Moldova
IBD,IBRD only,MEX,Mexico
IBD,IBRD only,MKD,North Macedonia
IBD,IBRD only,MNE,Montenegro
IBD,IBRD only,MNG,Mongolia
IBD,IBRD only,MUS,Mauritius
IBD,IBRD only,MYS,Malaysia
IBD,IBRD only,NAM,Namibia
IBD,IBRD only,NRU,Nauru
IBD,IBRD only,PAN,Panama
IBD,IBRD only,PER,Peru
IBD,IBRD only,PHL,Philippines
IBD,IBRD only,PLW,Palau
IBD,IBRD only,POL,Poland
IBD,IBRD only,PRY,Paraguay
IBD,IBRD only,ROU,Romania
IBD,IBRD only,RUS,Russian Federation
IBD,IBRD only,SLV,El Salvador
IBD,IBRD only,SRB,Serbia
IBD,IBRD only,SUR,Suriname
IBD,IBRD only,SWZ,Eswatini
IBD,IBRD only,SYC,Seychelles
IBD,IBRD only,THA,Thailand
IBD,IBRD only,TKM,Turkmenistan
IBD,IBRD only,TTO,Trinidad and Tobago
IBD,IBRD only,TUN,Tunisia
IBD,IBRD only,TUR,Turkey
IBD,IBRD only,UKR,Ukraine
IBD,IBRD only,URY,Uruguay
IBD,IBRD only,VEN,"Venezuela, RB"
IBD,IBRD only,VNM,Vietnam
IBD,IBRD only,ZAF,South Africa
IBT,IDA & IBRD total,AFG,Afghanistan
IBT,IDA & IBRD total,AGO,Angola
IBT,IDA & IBRD total,ALB,Albania
IBT,IDA & IBRD total,ARG,Argentina
IBT,IDA & IBRD total,ARM,Armenia
IBT,IDA & IBRD total,ATG,Antigua and Barbuda
IBT,IDA & IBRD total,AZE,Azerbaijan
IBT,IDA & IBRD total,BDI,Burundi
IBT,IDA & IBRD total,BEN,Benin
IBT,IDA & IBRD total,BFA,Burkina Faso
IBT,IDA & IBRD total,BGD,Bangladesh
IBT,IDA & IBRD total,BGR,Bulgaria
IBT,IDA & IBRD total,BIH,Bosnia and Herzegovina
IBT,IDA & IBRD total,BLR,Belarus
IBT,IDA & IBRD total,BLZ,Belize
IBT,IDA & IBRD total,BOL,Bolivia
IBT,IDA & IBRD total,BRA,Brazil
IBT,IDA & IBRD total,BTN,Bhutan
IBT,IDA & IBRD total,BWA,Botswana
IBT,IDA & IBRD total,CAF,Central African Republic
IBT,IDA & IBRD total,CHL,Chile
IBT,IDA & IBRD total,CHN,China
IBT,IDA & IBRD total,CIV,Cote d'Ivoire
IBT,IDA & IBRD total,CMR,Cameroon
IBT,IDA & IBRD total,COD,"Congo, Dem. Rep."
IBT,IDA & IBRD total,COG,"Congo, Rep."
IBT,IDA & IBRD total,COL,Colombia
IBT,IDA & IBRD total,COM,Comoros
IBT,IDA & IBRD total,CPV,Cabo Verde
IBT,IDA & IBRD total,CRI,Costa Rica
IBT,IDA & IBRD total,DJI,Djibouti
IBT,IDA & IBRD total,DMA,Dominica
IBT,IDA & IBRD total,DOM,Dominican Republic
IBT,IDA & IBRD total,DZA,Algeria
IBT,IDA & IBRD total,ECU,Ecuador
IBT,IDA & IBRD total,EGY,"Egypt, Arab Rep."
IBT,IDA & IBRD total,ERI,Eritrea
IBT,IDA & IBRD total,ETH,Ethiopia
IBT,IDA & IBRD total,FJI,Fiji
IBT,IDA & IBRD total,FSM,"Micronesia, Fed. Sts."
IBT,IDA & IBRD total,GAB,Gabon
IBT,IDA & IBRD total,GEO,Georgia
IBT,IDA & IBRD total,GHA,Ghana
IBT,IDA & IBRD total,GIN,Guinea
IBT,IDA & IBRD total,GMB,"Gambia, The"
IBT,IDA & IBRD total,GNB,Guinea-Bissau
IBT,IDA & IBRD total,GNQ,Equatorial Guinea
IBT,IDA & IBRD total,GRD,Grenada
IBT,IDA & IBRD total,GTM,Guatemala
IBT,IDA & IBRD total,GUY,Guyana
IBT,IDA & IBRD total,HND,Honduras
IBT,IDA & IBRD total,HRV,Croatia
IBT,IDA & IBRD total,HTI,Haiti
IBT,IDA & IBRD total,IDN,Indonesia
IBT,IDA & IBRD total,IND,India
IBT,IDA & IBRD total,IRN,"Iran, Islamic Rep."
IBT,IDA & IBRD total,IRQ,Iraq
IBT,IDA & IBRD total,JAM,Jamaica
IBT,IDA & IBRD total,JOR,Jordan
IBT,IDA & IBRD total,KAZ,Kazakhstan
IBT,IDA & IBRD total,KEN,Kenya
IBT,IDA & IBRD total,KGZ,Kyrgyz Republic
IBT,IDA & IBRD total,KHM,Cambodia
IBT,IDA & IBRD total,KIR,Kiribati
IBT,IDA & IBRD total,KNA,St. Kitts and Nevis
IBT,IDA & IBRD total,LAO,Lao PDR
IBT,IDA & IBRD total,LBN,Lebanon
IBT,IDA & IBRD total,LBR,Liberia
IBT,IDA & IBRD total,LBY,Libya
IBT,IDA & IBRD total,LCA,St. Lucia
IBT,IDA & IBRD total,LKA,Sri Lanka
IBT,IDA & IBRD total,LSO,Lesotho
IBT,IDA & IBRD total,MAR,Morocco
IBT,IDA & IBRD total,MDA,Moldova
IBT,IDA & IBRD total,MDG,Madagascar
IBT,IDA & IBRD total,MDV,Maldives
IBT,IDA & IBRD total,MEX,Mexico
IBT,IDA & IBRD total,MHL,Marshall Islands
IBT,IDA & IBRD total,MKD,North Macedonia
IBT,IDA & IBRD total,MLI,Mali
IBT,IDA & IBRD total,MMR,Myanmar
IBT,IDA & IBRD total,MNE,Montenegro
IBT,IDA & IBRD total,MNG,Mongolia
IBT,IDA & IBRD total,MOZ,Mozambique
IBT,IDA & IBRD total,MRT,Mauritania
IBT,IDA & IBRD total,MUS,Mauritius
IBT,IDA & IBRD total,MWI,Malawi
IBT,IDA & IBRD total,MYS,Malaysia
IBT,IDA & IBRD total,NAM,Namibia
IBT,IDA & IBRD total,NER,Niger
IBT,IDA & IBRD total,NGA,Nigeria
IBT,IDA & IBRD total,NIC,Nicaragua
IBT,IDA & IBRD total,NPL,Nepal
IBT,IDA & IBRD total,NRU,Nauru
IBT,IDA & IBRD total,PAK,Pakistan
IBT,IDA & IBRD total,PAN,Panama
IBT,IDA & IBRD total,PER,Peru
IBT,IDA & IBRD total,PHL,Philippines
IBT,IDA & IBRD total,PLW,Palau
IBT,IDA & IBRD total,PNG,Papua New Guinea
IBT,IDA & IBRD total,POL,Poland
IBT,IDA & IBRD total,PRY,Paraguay
IBT,IDA & IBRD total,ROU,Romania
IBT,IDA & IBRD total,RUS,Russian Federation
IBT,IDA & IBRD total,RWA,Rwanda
IBT,IDA & IBRD total,SDN,Sudan
IBT,IDA & IBRD total,SEN,Senegal
IBT,IDA & IBRD total,SLB,Solomon Islands
IBT,IDA & IBRD total,SLE,Sierra Leone
IBT,IDA & IBRD total,SLV,El Salvador
IBT,IDA & IBRD total,SOM,Somalia
IBT,IDA & IBRD total,SRB,Serbia
IBT,IDA & IBRD total,SSD,South Sudan
IBT,IDA & IBRD total,STP,Sao Tome and Principe
IBT,IDA & IBRD total,SUR,Suriname
IBT,IDA & IBRD total,SWZ,Eswatini
IBT,IDA & IBRD total,SYC,Seychelles
IBT,IDA & IBRD total,SYR,Syrian Arab Republic
IBT,IDA & IBRD total,TCD,Chad
IBT,IDA & IBRD total,TGO,Togo
IBT,IDA & IBRD total,THA,Thailand
IBT,IDA & IBRD total,TJK,Tajikistan
IBT,IDA & IBRD total,TKM,Turkmenistan
IBT,IDA & IBRD total,TLS,Timor-Leste
IBT,IDA & IBRD total,TON,Tonga
IBT,IDA & IBRD total,TTO,Trinidad and Tobago
IBT,IDA & IBRD total,TUN,Tunisia
IBT,IDA & IBRD total,TUR,Turkey
IBT,IDA & IBRD total,TUV,Tuvalu
IBT,IDA & IBRD total,TZA,Tanzania
IBT,IDA & IBRD total,UGA,Uganda
IBT,IDA & IBRD total,UKR,Ukraine
IBT,IDA & IBRD total,URY,Uruguay
IBT,IDA & IBRD total,UZB,Uzbekistan
IBT,IDA & IBRD total,VCT,St. Vincent and the Grenadines
IBT,IDA & IBRD total,VEN,"Venezuela, RB"
IBT,IDA & IBRD total,VNM,Vietnam
IBT,IDA & IBRD total,VUT,Vanuatu
IBT,IDA & IBRD total,WSM,Samoa
IBT,IDA & IBRD total,XKX,Kosovo
IBT,IDA & IBRD total,YEM,"Yemen, Rep."
IBT,IDA & IBRD total,ZAF,South Africa
IBT,IDA & IBRD total,ZMB,Zambia
IBT,IDA & IBRD total,ZWE,Zimbabwe
IDA,IDA total,AFG,Afghanistan
IDA,IDA total,BDI,Burundi
IDA,IDA total,BEN,Benin
IDA,IDA total,BFA,Burkina Faso
IDA,IDA total,BGD,Bangladesh
IDA,IDA total,BTN,Bhutan
IDA,IDA total,CAF,Central African Republic
IDA,IDA total,CIV,Cote d'Ivoire
IDA,IDA total,CMR,Cameroon
IDA,IDA total,COD,"Congo, Dem. Rep."
IDA,IDA total,COG,"Congo, Rep."
IDA,IDA total,COM,Comoros
IDA,IDA total,CPV,Cabo Verde
IDA,IDA total,DJI,Djibouti
IDA,IDA total,DMA,Dominica
IDA,IDA total,ERI,Eritrea
IDA,IDA total,ETH,Ethiopia
IDA,IDA total,FJI,Fiji
IDA,IDA total,FSM,"Micronesia, Fed. Sts."
IDA,IDA total,GHA,Ghana
IDA,IDA total,GIN,Guinea
IDA,IDA total,GMB,"Gambia, The"
IDA,IDA total,GNB,Guinea-Bissau
IDA,IDA total,GRD,Grenada
IDA,IDA total,GUY,Guyana
IDA,IDA total,HND,Honduras
IDA,IDA total,HTI,Haiti
IDA,IDA total,KEN,Kenya
IDA,IDA total,KGZ,Kyrgyz Republic
IDA,IDA total,KHM,Cambodia
IDA,IDA total,KIR,Kiribati
IDA,IDA total,LAO,Lao PDR
IDA,IDA total,LBR,Liberia
IDA,IDA total,LCA,St. Lucia
IDA,IDA total,LSO,Lesotho
IDA,IDA total,MDG,Madagascar
IDA,IDA total,MDV,Maldives
IDA,IDA total,MHL,Marshall Islands
IDA,IDA total,MLI,Mali
IDA,IDA total,MMR,Myanmar
IDA,IDA total,MOZ,Mozambique
IDA,IDA total,MRT,Mauritania
IDA,IDA total,MWI,Malawi
IDA,IDA total,NER,Niger
IDA,IDA total,NGA,Nigeria
IDA,IDA total,NIC,Nicaragua
IDA,IDA total,NPL,Nepal
IDA,IDA total,PAK,Pakistan
IDA,IDA total,PNG,Papua New Guinea
IDA,IDA total,RWA,Rwanda
IDA,IDA total,SDN,Sudan
IDA,IDA total,SEN,Senegal
IDA,IDA total,SLB,Solomon Islands
IDA,IDA total,SLE,Sierra Leone
