World_Bank_income_group,date,population,estimated_daily_excess_deaths_per_100k,estimated_daily_excess_deaths_ci_95_top_per_100k,estimated_daily_excess_deaths_ci_90_top_per_100k,estimated_daily_excess_deaths_ci_50_top_per_100k,estimated_daily_excess_deaths_ci_50_bot_per_100k,estimated_daily_excess_deaths_ci_90_bot_per_100k,estimated_daily_excess_deaths_ci_95_bot_per_100k,estimated_daily_excess_deaths_raw_estimate_per_100k,daily_excess_deaths_per_100k,daily_covid_deaths_per_100k
High income,2020-11-23,1236898426,0.6192209817128702,0.6347420491378053,0.6342837614498035,0.6255567322473962,0.613922930236786,0.6081910161185974,0.6079809035055634,43.63823844412884,0.6060866450573451,0.45445477832631664
High income,2020-11-30,1236898426,0.642259868721992,0.658976547383469,0.6568026944103541,0.6482551203441919,0.6371560046799503,0.6330548952076624,0.6317837087576921,45.36175680104903,0.6300244000145698,0.46535769461800575
High income,2020-10-26,1236898426,0.43052591277016955,0.4486885666898014,0.4455972647131783,0.43562543903975814,0.4266381091413332,0.421247034079938,0.4189956000895717,30.080480787162475,0.41778445537725656,0.18652647230387856
High income,2020-08-10,1236898426,0.26083067563957546,0.28116080510254543,0.28070895673968643,0.2682857424811622,0.25744677920567743,0.2534047530304157,0.25119745883542627,17.868532412104642,0.24817406127923114,0.11012545342183175
High income,2020-08-17,1236898426,0.23455748127441511,0.2592975594009133,0.2511380910299599,0.24221174217321165,0.2308895806218042,0.2271466884387954,0.2251810872505219,15.98023785021283,0.2219477479196226,0.1060256018144533
High income,2020-08-24,1236898426,0.16655114676387087,0.19220317496367806,0.18356695125341285,0.174259713259711,0.163168237537888,0.1577968259377805,0.1573641113060064,11.131252087866638,0.15460072344259218,0.10341536322724693
High income,2020-08-31,1236898426,0.1381905772447243,0.15971164200222723,0.1560297396784174,0.14618265508688352,0.13557419639915413,0.1305657782353932,0.13019194372675905,9.109739519229846,0.1265241599893034,0.09657793840542893
High income,2021-01-04,1236898426,0.5355965988836435,0.5584530510239257,0.5568486916525526,0.5421380281601035,0.5326011589317573,0.5273578258445661,0.525906690345469,37.67211091964686,0.5232237627728731,0.5783359287741546
High income,2021-01-11,1236898426,0.5180068829066389,0.5367923880121269,0.5352460788025982,0.523612652073751,0.5138478454815685,0.5065550821315817,0.5036578513338161,36.06814064470288,0.5009463978430956,0.6504056299930969
High income,2021-01-18,1236898426,0.5492117702957353,0.570472731437853,0.5676650821124332,0.5558710538899129,0.5451072728984921,0.5410133573186883,0.5402730681831259,38.25215645190279,0.5312799507208722,0.669335316948653
High income,2021-01-25,1236898426,0.4367249729633155,0.4625683054856402,0.4579867983995617,0.44691502768267066,0.43531833154644034,0.43041462181496887,0.42958287183358623,30.603014671387122,0.4250418704359323,0.6713683052257357
High income,2021-02-01,1236898426,0.32013486575919703,0.3505850572725186,0.34959159275904755,0.3382182675625958,0.32013486575919703,0.3169800488531026,0.3126266267805236,21.912308724006323,0.3043376211667545,0.6595643448575299
High income,2021-02-08,1236898426,0.22275143159233005,0.24010850253058502,0.23777384417971442,0.22827932143356494,0.2138346747503198,0.20665608038459732,0.2059824924123346,14.505016113038332,0.20145855712553237,0.5912370689685073
High income,2021-02-15,1236898426,0.17112447874273104,0.18496455223715286,0.18443746772042083,0.17397527308124522,0.1583587767114164,0.15322394998813665,0.1515379061774878,10.584384672973261,0.14700534268018417,0.495190540407398
High income,2021-02-22,1236898426,0.0870749421345783,0.10585774586192846,0.09986790005053428,0.09137617797711833,0.07798542822214696,0.06864754229456778,0.0669225035132937,4.56453635041711,0.06339633820023764,0.39916697250288197
High income,2021-03-01,1236898426,0.013077724941829003,0.045234516855009274,0.04137303950838058,0.024166882432150587,0.007054979648038632,-0.0010802180190236093,-0.001258616423951502,-0.2866270563172661,-0.0039809313377398075,0.38213097378458466
High income,2021-03-08,1236898426,0.02703497365260155,0.06382769501596065,0.05774708545676584,0.038258648518659184,0.021653382450122015,0.008714158313173057,0.0016415046195119073,0.43983016903561023,0.006108752347716809,0.3331257371977608
High income,2021-03-15,1236898426,0.039588420761682536,0.08282267013392385,0.07807084093105805,0.05894372244569562,0.038033050274357556,0.024560052427546233,0.024092704459197874,1.1312990655500372,0.015712487021528294,0.297876359331708
High income,2021-03-22,1236898426,0.088570719181008,0.14015142371944614,0.13564503194009642,0.1043721845158945,0.0833403442017732,0.06990255014164577,0.06737287515384985,4.033572724604697,0.056021843397287455,0.2803096783955322
High income,2021-03-29,1236898426,0.09831850808748532,0.14112616516973214,0.13403194664629323,0.11309383848985223,0.08887412911258326,0.07394730485003072,0.0685983335745059,2.0747659048183986,0.028816193122477764,0.2989271327603743
High income,2020-12-07,1236898426,0.6871090317512899,0.7038848138261357,0.7009799734285936,0.6923860310367709,0.6820279906979714,0.6773563764949951,0.6768577947791856,48.60992335030936,0.6751378243098523,0.5160949246773477
High income,2020-12-14,1236898426,0.6511150354041105,0.6681434475506093,0.6667336870930163,0.6569420148101582,0.6460017644657338,0.640488364710709,0.6394508113969356,46.01803480897604,0.6391393723468896,0.5283725698588608
High income,2020-12-21,1236898426,0.6619976133431031,0.6784760824703356,0.6765399524849602,0.6670091909872496,0.6569432723441182,0.6524578571461915,0.6505228775783923,46.75169015510837,0.6493290299320607,0.5642340432568389
High income,2020-12-28,1236898426,0.6385580423636281,0.6559861079868983,0.6531281854248479,0.6435651778619756,0.632337934217423,0.6281860157538234,0.6278841619986454,45.1236340791218,0.6267171399878028,0.4868166919310155
High income,2020-05-11,1236898426,0.22995349462386444,0.2448234517017479,0.2438346409836275,0.23551387101397758,0.2239165569102103,0.21984983451462686,0.21841972025669343,15.488833153532664,0.21512268268795365,0.2746733222862069
High income,2020-05-18,1236898426,0.1697600201938057,0.1859957861448591,0.18394805424328775,0.1724598420069977,0.15964129593003762,0.1553417362046908,0.153830879242797,10.859008475315958,0.15081956215716608,0.2227000974451883
High income,2020-05-25,1236898426,0.1203812878506358,0.13819008227925308,0.1360901485879483,0.12364338983567992,0.11191148700705109,0.10724143115241246,0.10673660003541109,7.453217786035045,0.10351691369493117,0.1466690361848678
High income,2020-06-01,1236898426,0.11372961423048608,0.1371571894642641,0.13390600163130842,0.1215729793277151,0.10700210254833116,0.1019324884393299,0.10019484406831294,6.9954060485395715,0.09715841734082736,0.1369210247503379
High income,2020-06-08,1236898426,0.10100929047452308,0.12979551366700495,0.12934719879316584,0.10928021669655331,0.09540185690207237,0.08988290669215782,0.08946892115268004,6.053815854801908,0.0840807757611376,0.11991995210122453
High income,2020-06-15,1236898426,0.07199189909091147,0.10804558349428453,0.09727275038771883,0.07876220005938395,0.06673730061955038,0.06353828476545019,0.06244223334290533,3.9398739387888932,0.05472047137206795,0.10066679476880505
High income,2020-06-22,1236898426,0.10777254208415388,0.13781049741831522,0.12712953351587616,0.11804921292499441,0.10650070051593592,0.10209529628582335,0.10100877604097648,6.723065866212183,0.09337591480850253,0.10059718517258426
High income,2020-06-29,1236898426,0.12375598453136212,0.147804001566346,0.14743209543826616,0.13332050706751974,0.12185468286153023,0.11731447984279506,0.11640899848077886,7.733967675819055,0.10741621771970909,0.08016616232641241
High income,2020-07-06,1236898426,0.12383790274811904,0.14964602167488122,0.14664309930609898,0.1346836570578584,0.12260088017234416,0.11842445531245933,0.11741033310278158,7.746985728779657,0.10759702401082856,0.07315556241155731
High income,2020-07-13,1236898426,0.13426522883675374,0.1676482437605992,0.1628363759952967,0.14556048470995742,0.13254542836301875,0.12759840745874795,0.1256538900244595,8.803499321593439,0.12227082391102001,0.0881008478217596
High income,2020-07-20,1236898426,0.1290181513428899,0.15675409747951313,0.15514225924751487,0.13932323859568607,0.12740269699815301,0.1236388469466564,0.12288250369125858,8.483884209907076,0.11783172513759828,0.1018563831530011
High income,2020-07-27,1236898426,0.1770672227578018,0.20477810981885977,0.20363553364508805,0.18656713577142284,0.17359784062912384,0.16836616454120917,0.16833764839935852,11.80759863660602,0.16399442550841695,0.10406214228620904
High income,2020-08-03,1236898426,0.22120516306195567,0.24447223130261508,0.2389112485509418,0.22826062677142445,0.21770721172316426,0.21262475972020548,0.21190432053968827,15.025508801877152,0.20868762224829376,0.10652240897911855
High income,2021-04-12,1236898426,0.08832699542018356,0.1597333964091371,0.15808334434035679,0.12275833245251132,0.08229675264991392,0.06216432400438363,0.05395194859413444,-3.492312347575856,-0.048504338160775776,0.31052323450850605
High income,2021-04-19,1236898426,0.14410291467266437,0.3648480641027438,0.3152125547452134,0.21589128025738982,0.11860596571825914,0.09319798597723047,0.08823041362426408,2.8504043205149774,0.03958894889604135,0.27752634556267114
High income,2021-04-26,1236898426,0.08040376897259542,0.28593866758197845,0.24158890131093208,0.1550685234583959,0.07128751172669279,0.034740210507983454,0.020051396862515763,-0.025290327447647323,-3.512545478839907e-4,0.2535605134645066
High income,2020-01-06,1236898426,-0.07177447549615781,-0.022976355612749393,-0.03677875050914495,-0.063844243728974,-0.10267905928115839,-0.16317047362511677,-0.16814749391833456,0,0,0
High income,2020-01-13,1236898426,-0.06648425599699838,-0.019914537923878612,-0.021928849921623604,-0.05923691357642317,-0.10349484488350905,-0.14707644368059075,-0.167519057983919,0,0,0
High income,2020-01-20,1236898426,-0.06813624817415873,-0.032723480126094204,-0.03744771656652477,-0.06745299775988102,-0.09877663414618212,-0.1643360793469161,-0.17109658164206473,-0.03462474073784804,-4.808991769145561e-4,0
High income,2020-01-27,1236898426,-0.07629475732883884,-0.059638946991193945,-0.06220309295755989,-0.07222259181516229,-0.08348924670353453,-0.09211139881264159,-0.09668912582702326,-3.772048330995375,-0.05238956015271354,0
High income,2020-02-03,1236898426,-0.076898511551011,-0.0633480036434928,-0.0669773372547346,-0.07417380749835191,-0.0837830866958675,-0.09139052924045069,-0.095912643824352,-4.519700669798876,-0.06277362041387329,0
High income,2020-02-10,1236898426,-0.09025785205895064,-0.08011535556628234,-0.08075480157034082,-0.08919847951666678,-0.0979711633924793,-0.10668368061571303,-0.10981094141071535,-5.561659553632495,-0.0772452715782291,0
High income,2020-02-17,1236898426,-0.10244782691253555,-0.09305530432131676,-0.09437175973837418,-0.1021455676821949,-0.11001841285736975,-0.11905888872239158,-0.1215291744056638,-6.04370860612762,-0.08394039730732805,3.468352703684336e-5
High income,2020-02-24,1236898426,-0.10450917909892415,-0.09501304671801127,-0.09629262644266834,-0.10442969728933359,-0.11392378728519273,-0.11783856728526183,-0.1210721756004151,-6.2730483263714465,-0.08712567119960342,1.8481711609842408e-4
High income,2020-03-02,1236898426,-0.07905422621044883,-0.06892633025845803,-0.07100443973469525,-0.0775151547543028,-0.08301610557991379,-0.086903174716846,-0.0880248971752704,-5.282193679667637,-0.07336380110649494,9.008823817518545e-4
High income,2020-03-09,1236898426,-0.018880160047384544,-0.007222849398300082,-0.008833220741066945,-0.015517314934748812,-0.020675649053805263,-0.022683903679087902,-0.02311574897135824,-1.343784162668631,-0.018663668925953215,0.006109879227867979
High income,2020-03-16,1236898426,0.11688146921879254,0.1272211259711871,0.12545166843599037,0.11980457040834001,0.11501131501604266,0.11196968815838873,0.11065286390512828,8.356266294714029,0.1160592540932504,0.027800019207074325
High income,2020-03-23,1236898426,0.3232196685993129,0.3358857182296408,0.3346588223507059,0.32709683184092603,0.3220885425292872,0.3174180952627923,0.31270174649173366,23.257116554614466,0.3230155077029787,0.09984651722727635
High income,2020-03-30,1236898426,0.6606145388931987,0.6719839259845005,0.6715982090282764,0.6648039149309027,0.6585285142972896,0.6541831746260355,0.6518290647540688,47.348536976553504,0.6576185691187987,0.24399756168822226
High income,2021-04-05,1236898426,0.10956626051138173,0.14897694371965428,0.1483954500162773,0.12849453880177544,0.09833465705352643,0.08472633214787825,0.08165123682456567,1.8683379924365504,0.02594913878384098,0.26911789440663414
High income,2020-04-13,1236898426,0.7142918018398968,0.7269276343581133,0.7253024563672622,0.7175107009254605,0.708941209454926,0.7043524852299301,0.7038722802729647,50.71349778547849,0.7043541359094234,0.5065669798176298
High income,2020-04-20,1236898426,0.5672684215530742,0.5892861849403581,0.5840837581451964,0.5727251421937725,0.5626011582021406,0.5587789759702673,0.5581179008640622,39.95485480259073,0.5549285389248713,0.479171035827642
High income,2020-04-27,1236898426,0.33160617759920435,0.3494378772826003,0.34543347769346977,0.33367963622029345,0.32348954689916376,0.320526797652052,0.3199086103185676,22.778463449844978,0.3163675479145136,0.3997904675157214
High income,2021-05-03,1236898426,0.08486833788251469,0.3642785158483714,0.2835101429882832,0.14802570266993326,0.03812613561227809,-2.899907084281401e-4,-0.024037386729498438,0.5455119377303315,0.0075765546906990475,0.2301263337528089
High income,2021-05-10,1236898426,0.1545323305858249,0.3616245625084193,0.2917569899968912,0.16383487826152368,0.030736338875734712,-0.06645652081968882,-0.1314970181770739,0,0,0.20674971737735884
High income,2020-05-04,1236898426,0.251048365338057,0.26692734363685733,0.2656904999890307,0.25550077919085246,0.2433322727354815,0.23959184623579333,0.23867613717934427,16.972110048852095,0.23572375067850132,0.3196823536098509
High income,2020-04-06,1236898426,0.7835196478610105,0.7960084996866509,0.7942277281605238,0.7882689024607163,0.7813411579470937,0.7764323855921651,0.7735921933881125,56.03427653238461,0.778253840727564,0.43314583375498605
Low income,2020-05-04,685980395,0.08056210083345441,0.3578505579402417,0.260385740995103,0.12204908911955012,-0.008436541022896862,-0.13485411338010656,-0.1681044443588542,0.07243538614210418,0.0024977719359346273,0.0026241274723310427
Low income,2020-05-18,685980395,0.1060825882229172,0.37004420768573093,0.28349291724896114,0.1393094667062692,0.015620900742219902,-0.10822487739669949,-0.16676091794331924,0.07243538614210418,0.0024977719359346273,0.004560771740422698
Low income,2020-05-25,685980395,0.11136354232888811,0.3538603259607961,0.2803169638318713,0.13944254140315415,0.020133080357060865,-0.12119043767693075,-0.15781814464995259,0.07243538614210418,0.0024977719359346273,0.004456687133165081
Low income,2020-06-01,685980395,0.12225265991937077,0.3691842639235805,0.3344681773051573,0.18240851215309933,0.053180698504769267,-0.044834282395285176,-0.10613871491832516,0.07243538614210418,0.0024977719359346273,0.006164316109937807
Low income,2020-06-08,685980395,0.12689786100957176,0.3927231374388274,0.3688034890630466,0.18848864643674668,0.07384357826120923,-0.07432750538393595,-0.10553706848575124,0.07243538614210418,0.0024977719359346273,0.006560100015686308
Low income,2020-06-15,685980395,0.23232195746878798,0.4095169101010923,0.3808917636480483,0.24934678017475018,0.08282808606725416,-0.054045973936971005,-0.08886462804214458,0.07243538614210418,0.0024977719359346273,0.008850981812679938
Low income,2020-05-11,685980395,0.09693282417792218,0.3585243896492792,0.2859148655106608,0.1379887216092081,6.317870710563979e-5,-0.12582850031722856,-0.16405437375293314,0.07243538614210418,0.0024977719359346273,0.0037694954824474248
Low income,2020-06-22,685980395,0.23105454366565392,0.4067623074437381,0.385932000310267,0.2676765209633217,0.07332856610250205,-0.08394146245767298,-0.1924987497772651,0.07243538614210418,0.0024977719359346273,0.007934629093882485
Low income,2020-06-29,685980395,0.20481760277395292,0.4176008106004305,0.40064092296488013,0.2804167141242892,0.07078272323883632,-0.06596268711805986,-0.18440281422758373,0.07243538614210418,0.0024977719359346273,0.007059676975170697
Low income,2020-07-06,685980395,0.1982009173248105,0.4256181377785532,0.40908438877661213,0.28617918199168557,0.06519206127499742,-0.08000194864208295,-0.08220168637879467,0.0910831591429103,0.0031407985911348383,0.006830953237373497
Low income,2020-07-13,685980395,0.21108967517310356,0.43393335726979715,0.4267427865944373,0.28865692817352034,0.07635866024182944,-0.07608232004136543,-0.07978341006749541,0.0910831591429103,0.0031407985911348383,0.0078512447866677
Low income,2020-07-20,685980395,0.23136316749726948,0.5044667574443663,0.4540876737826847,0.3220475005631821,0.09109980293451143,-0.05076514468920799,-0.08177294773679271,0.0910831591429103,0.0031407985911348383,0.006351930801171074
Low income,2020-04-06,685980395,0.03640901444716248,0.2514629069451966,0.20237199459093172,0.06415547538908266,-0.053020118025204975,-0.20729937294081105,-0.3067359567496143,0,0,9.373445723620134e-4
Low income,2020-04-13,685980395,0.039466446448058294,0.25410237083369147,0.20359110785387077,0.08342881689259621,-0.05334546838975821,-0.20116344796911872,-0.33044163073989824,0,0,7.917135882578685e-4
Low income,2020-04-20,685980395,0.0380189358887203,0.24615222005112708,0.22613174760464114,0.08448822866575371,-0.04803207952202126,-0.20405045324658724,-0.3379326987775043,0,0,0.0014160754550427057
Low income,2020-04-27,685980395,0.05376650234238043,0.34407674967059954,0.24598628417632204,0.08662487388862505,-0.031043460404355416,-0.14236374658145912,-0.2224903483780198,0,0,0.0021034128825212274
Low income,2020-01-01,685980395,0.07253045548372364,0.34187349932063216,0.29316247957970176,0.09095860732767753,-0.025682156429359535,-0.16664631706082053,-0.2919885760200612,0,0,0
Low income,2020-01-06,685980395,0.07274348697330978,0.3425200626597556,0.27186108213989096,0.09031891328091034,-0.025769293173100494,-0.16471875996452987,-0.2897865599160674,0,0,0
Low income,2020-01-13,685980395,0.07342203998263158,0.34180205782233186,0.3171667792963769,0.0835200487722847,-0.02521520057277705,-0.1638091786250793,-0.29077670140210715,0,0,0
Low income,2020-01-20,685980395,0.0728588622821836,0.3435973048561251,0.2688474513919459,0.08833947350820691,-0.02372749474054064,-0.16451233985500216,-0.28993352873378586,0,0,0
Low income,2020-01-27,685980395,0.07408882877495875,0.33917335619429406,0.2713952300034435,0.08891648166979096,-0.024200959708955118,-0.1650268184663492,-0.2905764672716302,0,0,0
Low income,2020-02-03,685980395,0.07258685452015429,0.3389899787894287,0.2779751584888499,0.08512012599975403,-0.02928968510675159,-0.16959213416980454,-0.2899112883690741,0,0,0
Low income,2020-02-10,685980395,0.07625816031886072,0.34054085654817623,0.31934492202670167,0.10561918617366002,-0.010292659632498867,-0.16569469668554573,-0.2418941501161658,0,0,0
Low income,2020-02-17,685980395,0.05640652776087868,0.3395768979196054,0.312939107169374,0.10270813789406859,-0.01812517319331928,-0.1054242724953771,-0.21070954751252033,0,0,0
Low income,2020-02-24,685980395,0.05493260940096477,0.3358099228945369,0.31905313816281383,0.102633130953264,-0.025512500528517834,-0.1544571338441781,-0.21760081394976974,0,0,0
Low income,2020-03-02,685980395,0.0713532457745533,0.35992308497213454,0.319548234106474,0.1523159782872986,0.005422760394537941,-0.11333561271984782,-0.23560657343792188,0,0,0
Low income,2020-03-09,685980395,0.0663557158944262,0.3495115072292943,0.3230597930300717,0.13583828080567148,-0.001049098152002619,-0.12471739670846314,-0.2471529372186832,0,0,0
Low income,2020-03-16,685980395,0.053716201403492266,0.3410895881019426,0.31564899735395124,0.10157500747166488,-0.009124071326943584,-0.13623467447845175,-0.2838827346301204,0,0,0
Low income,2020-03-23,685980395,0.04681967670877215,0.26223930490788483,0.23701137298430633,0.10164567969424297,-0.021793491797097102,-0.1560248909442341,-0.27835169398998205,0,0,1.4577676086500983e-4
Low income,2020-07-27,685980395,0.21659214535448165,0.48802131751419137,0.45028803121704264,0.30818990389877193,0.08463281019667696,-0.05838198224324807,-0.07965145746429968,0.0910831591429103,0.0031407985911348383,0.006955738144673945
Low income,2020-08-03,685980395,0.2068095543436921,0.4842133696082377,0.4541203008572268,0.32099238561182714,0.07123352332875374,-0.02357019649549292,-0.07614371960852141,0.0910831591429103,0.0031407985911348383,0.005518962389588408
Low income,2020-08-10,685980395,0.22682703101259485,0.4753370906356599,0.4413630156375105,0.29798116742213554,0.09350488145100938,-0.04759987197143929,-0.1784854458938154,0.0910831591429103,0.0031407985911348383,0.006914191767827417
Low income,2020-08-17,685980395,0.2780551495606179,0.42428884174805437,0.4162643685792028,0.29034341920312307,0.0850178247639951,-0.06720965179213369,-0.1581309950024358,0.0910831591429103,0.0031407985911348383,0.007955475170686182
Low income,2021-04-26,685980395,0.25309461832183017,0.41984721009604264,0.40968766994256456,0.2695946515927505,0.11869122967041633,-0.009863709965613013,-0.040556583031361525,0,0,0.013057953354483258
Low income,2021-05-03,685980395,0.18531160743954897,0.4759444207337571,0.4477612462437644,0.2542830415289059,0.09132409525485605,-0.05838448068621779,-0.11288542043157795,0,0,0.010287903344526339
Low income,2021-05-10,685980395,0.2084097257361037,0.5089367236871104,0.4706621727524456,0.24830625104986115,0.08813103174036639,-0.10816866666507774,-0.1860243681467172,0,0,0.011058041972176186
Low income,2020-09-07,685980395,0.1933643395630143,0.3554324484459674,0.34307465999293385,0.2165578099003784,0.0598741174259729,-0.050185191712202745,-0.08667024364036721,0.0910831591429103,0.0031407985911348383,0.005018948099821424
Low income,2020-09-14,685980395,0.1901953915591663,0.3703342884096503,0.3535407981602055,0.2113672170637145,0.06703009464937015,-0.022489963564775686,-0.09705491689646967,0.0910831591429103,0.0031407985911348383,0.0040818950809811405
Low income,2020-09-21,685980395,0.19469207630503846,0.39104383739977655,0.3552188881924054,0.22435759288569584,0.06732452208273494,-0.013460119267605972,-0.03924928168047221,0.0910831591429103,0.0031407985911348383,0.0037069572520363357
Low income,2020-09-28,685980395,0.1818596880319678,0.36600355514995925,0.3379795209076871,0.21153128098777818,0.07113477775360891,-0.015540603562144591,-0.09875374974733094,0.0910831591429103,0.0031407985911348383,0.00333201942309153
Low income,2020-10-05,685980395,0.20572857968280392,0.4395500933225271,0.35387693617621974,0.24841629033729956,0.09211659821378802,-0.005560526798505449,-0.0333570137615728,0.23735556099486121,0.008184674517064179,0.0024991967882697285
Low income,2020-10-12,685980395,0.20431010496514923,0.4132373950157064,0.365335552594103,0.23943564744711696,0.09367943584165062,-0.031243496982922194,-0.04879065737485672,0.23735556099486121,0.008184674517064179,0.003373711576698923
Low income,2020-10-19,685980395,0.20808038192491335,0.4171307032056137,0.38297174085221036,0.24324292085163954,0.10776761020281758,0.004888253826580292,-0.03919077081353082,0.23735556099486121,0.008184674517064179,0.0031449878389017225
Low income,2020-10-26,685980395,0.19599350910963548,0.43411115661581157,0.3685969778390709,0.2385154638512881,0.1006151013403524,0.0024733802774351958,-0.050343155511610234,0.23735556099486121,0.008184674517064179,0.0033948492070243496
Low income,2020-11-02,685980395,0.2177083279306387,0.42373402385650727,0.39106866801484763,0.26082518300274565,0.12316969014898456,0.003181814332784659,-0.03854915780983483,0.23735556099486121,0.008184674517064179,0.0029159725475827922
Low income,2020-11-09,685980395,0.22363592635837432,0.4392325208999962,0.4033236746015469,0.2865827947634434,0.12274637807401691,-0.0058757011860836525,-0.05583988671251685,0.23735556099486121,0.008184674517064179,0.008996612796784082
Low income,2020-11-16,685980395,0.21765414762633492,0.43946878739284134,0.3970232275119781,0.2883006242598641,0.1179653263930856,-0.008175367661067185,-0.03885459376024908,0.23735556099486121,0.008184674517064179,0.004290355849018104
Low income,2020-03-30,685980395,0.048633957523016295,0.25764659916510707,0.22221109382983037,0.08766350035310315,-0.03581065986677921,-0.1678489979771536,-0.22144369904525313,0,0,5.62552520178073e-4
Low income,2021-04-05,685980395,0.2806729896895958,0.518244215500111,0.5112716591465868,0.37976212620986444,0.1562787842044685,0.010534979399002798,0.004875143579898579,0,0,0.013120054254611751
Low income,2021-04-12,685980395,0.28460878598234784,0.5322251863452664,0.5076720769026666,0.37865711786636563,0.16588913677943531,0.01909335181343052,0.0012692949268212834,0,0,0.01176637125321927
Low income,2021-04-19,685980395,0.3162189468423253,0.5052206825399131,0.46819217575966293,0.32826231498336556,0.15662862767230634,0.013348324139428113,-0.0017093973909602814,0,0,0.015764882026985626
Low income,2020-08-31,685980395,0.24054965275064122,0.40908926349766467,0.3694792894165749,0.24054965275064122,0.09321758065574386,-0.03316861687365689,-0.11950270362461334,0.0910831591429103,0.0031407985911348383,0.004852325262152718
Low income,2021-01-04,685980395,0.3451715919395753,0.5584990177409958,0.5050926625335233,0.35425880634085277,0.15137667132662705,0.029667674843433533,-0.02679308225016879,0,0,0.00628953834752085
Low income,2021-01-11,685980395,0.34130208806998463,0.5188024753533772,0.511141873800145,0.3516988651501165,0.16417113535657274,0.020204241155332543,-0.0046600782379965676,0,0,0.0074968614810048614
Low income,2021-01-18,685980395,0.3624076600401914,0.5445341062768969,0.5172661056272048,0.37498475904138434,0.17426801998154845,0.03802365406588934,-0.006495075556234795,0,0,0.011329186747385105
Low income,2021-01-25,685980395,0.3955374086838976,0.5045215746588776,0.48823771680818,0.3955374086838976,0.17803855291040163,0.04035742885531707,0.007220437501844071,0,0,0.014411490579114873
Low income,2021-02-01,685980395,0.32428009236631794,0.4992426405042194,0.4792071443041295,0.357407429031744,0.1794455941349135,0.035289427222003567,-0.0038896624644824745,0,0,0.00968380444750174
Low income,2021-02-08,685980395,0.29584709934840936,0.4722562124408315,0.4418628012784305,0.3403975923822656,0.14615151254069872,0.04391819728891845,-0.02729537810753351,0,0,0.009225482311342148
Low income,2021-02-15,685980395,0.2820866341345041,0.4733345093057093,0.4435314482816944,0.34518779162653057,0.13979008316152303,0.02174664361189867,-0.04811641067730552,0,0,0.00762222949534877
Low income,2021-02-22,685980395,0.23786173427506935,0.45854509299129137,0.4313588516188566,0.3262532416748936,0.13922920232659072,0.01598584892855984,-0.040865634694902515,0,0,0.007413768727311806
