World_Bank_income_group,date,population,cumulative_estimated_daily_excess_deaths_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_bot_per_100k,cumulative_estimated_daily_excess_deaths_raw_estimate_per_100k,cumulative_daily_excess_deaths_per_100k,cumulative_daily_covid_deaths_per_100k
High income,2021-01-04,1236898426,95.25605906875343,99.22799220988827,98.95180688795544,96.73642127685335,93.4615862911346,91.73059436432106,91.35700503541445,6766.160356886291,93.97444940119848,70.78094632485207
High income,2021-01-11,1236898426,98.8821072490999,102.91332144160017,102.66067980021309,100.39899123299578,97.07291921892045,95.33562233716367,94.97738404222612,7018.637341399211,97.48107418610014,75.33378573480374
High income,2021-01-18,1236898426,102.72658964117004,106.81157420914494,106.55818838832356,104.28334002059476,100.88310353408899,99.14347820246097,98.72881407011299,7286.402436562531,101.20003384114626,80.01913295344431
High income,2021-01-25,1236898426,105.78366445191325,109.97986366457532,109.68890956696171,107.3717078718301,103.9432229043876,102.19115654336677,101.74480907736226,7500.62353926224,104.17532693419778,84.71871109002446
High income,2021-02-01,1236898426,108.02460851222764,112.3048795106906,112.12334055704353,109.80055090563754,106.26203823339247,104.52205274566288,104.02099771090285,7654.009700330285,106.30569028236508,89.33566150402717
High income,2021-02-08,1236898426,109.58386853337393,113.90283476072555,113.81383834334184,111.44247219574,107.80750161817264,106.05086684401512,105.59400581875555,7755.5448131215535,107.7159001822438,93.47432098680672
High income,2021-02-15,1236898426,110.78173988457307,115.16401724918437,115.06924603560147,112.60292992938845,108.95425250063072,107.15339692399533,106.68153113267907,7829.635505832366,108.74493758100509,96.94065476965851
High income,2021-02-22,1236898426,111.3912644795151,115.97012619768839,115.73001892918816,113.19470832356666,109.6017826202968,107.73903089937764,107.22444903761618,7861.587260285285,109.18871194840673,99.73482357717869
High income,2021-03-01,1236898426,111.4828085541079,116.26575557599183,115.88616891318568,113.35735838402921,109.61952315754444,107.78504269912472,107.22709324191919,7859.5808708910645,109.16084542904257,102.40974039367077
High income,2021-03-08,1236898426,111.6720533696761,116.71254944110355,116.11178322550738,113.59707260986653,109.81114499674763,107.89282414395252,107.38349445539171,7862.659682074313,109.2036066954766,104.7416205540551
High income,2021-03-15,1236898426,111.94917231500791,117.29230813204101,116.61065240916797,113.82256913276294,110.12024430417448,108.19719089199253,107.6840763934834,7870.578775533165,109.31359410462728,106.82675506937706
High income,2021-03-22,1236898426,112.56916734927496,118.24214065713986,117.34317648721245,114.42901160176979,110.71251718697569,108.9104820825764,108.28640205329958,7898.813784605398,109.7057470084083,108.78892281814578
High income,2021-03-29,1236898426,113.25739690588735,119.29420404104557,118.28140011373652,115.19768100308629,111.37943042079749,109.68660330916497,108.94274742437558,7913.3371459391265,109.90746036026563,110.8814127474684
High income,2020-12-07,1236898426,77.84518803879202,81.56846058619526,81.22684805590356,79.31719489618693,76.0341302332324,74.41215772621726,74.10999841486012,5537.20206714632,76.9055842659211,55.67663168810597
High income,2020-12-14,1236898426,82.4029932866208,86.17761562980499,85.86499272187713,83.91154096281709,80.61265339304195,78.93679973875379,78.62063931575511,5859.328310809152,81.37955987234932,59.375239677117996
High income,2020-12-21,1236898426,87.03697658002253,90.85755612643169,90.58144515185195,88.55178513752904,85.23612018349732,83.62238249489235,83.20173803598452,6186.5901418949115,85.92486308187377,63.32487797991587
High income,2020-12-28,1236898426,91.50688287656793,95.38785087803357,95.13096344395584,92.98467983782889,89.7336796669221,88.03238964621039,87.61135177244384,6502.455580448764,90.31188306178838,66.73259482343298
High income,2020-05-11,1236898426,22.061860578755017,24.00477813225734,23.612508883892232,22.355392581930452,20.808336528022437,19.24023533261985,18.843791965980323,1736.5123126999595,24.118226565277215,19.543330472311556
High income,2020-05-18,1236898426,23.250180720111654,25.21407239998751,24.71506820045714,23.563391283468953,21.97466962606177,20.3498300133153,19.981910008754653,1812.525372027171,25.173963500377376,21.102231154427873
High income,2020-05-25,1236898426,24.092849735066107,26.0584595839697,25.666115705179635,24.362583770872952,22.774870409215215,21.18773857543811,20.78119607441783,1864.6978965294165,25.898581896241897,22.128914407721947
High income,2020-06-01,1236898426,24.88895703467951,26.860000722660548,26.676454543653,25.19417556391151,23.555125871601913,22.00009075926298,21.58793532284527,1913.6657388691933,26.578690817627685,23.087361580974314
High income,2020-06-08,1236898426,25.596022068001172,27.628169287770007,27.473104612262023,25.920175875377943,24.267588906491863,22.722241880217005,22.27882957658121,1956.0424498528068,27.16725624795565,23.926801245682885
High income,2020-06-15,1236898426,26.09996536163755,28.11980448948402,28.05285698202854,26.483064160149926,24.763966454255016,23.223613797858917,22.76164835193145,1983.6215674243288,27.55029954756013,24.631468809064522
High income,2020-06-22,1236898426,26.85437315622663,28.906557661219882,28.85129847548399,27.316004246335332,25.61686345264004,23.93574485519771,23.509628013618286,2030.6830284878145,28.203930951219647,25.335649105272612
High income,2020-06-29,1236898426,27.720665047946163,29.880192602425808,29.729342665326527,28.19276105410664,26.458474292768496,24.74054494352358,24.35929201771833,2084.8208022185477,28.955844475257607,25.896812241557495
High income,2020-07-06,1236898426,28.587530367182996,30.85307962118642,30.698479304732118,29.14168233687966,27.316283425086194,25.589213233625077,25.21749817892474,2139.0497023200055,29.709023643333406,26.4089011784384
High income,2020-07-13,1236898426,29.527386969040275,31.875130301920212,31.66694835585885,30.132269242227608,28.254993242487018,26.56247998604939,26.168724349411516,2200.6741975711593,30.56491941071055,27.025607113190716
High income,2020-07-20,1236898426,30.430514028440506,32.840006944461294,32.59575428825369,31.153533591425813,29.15688186266874,27.577331277556507,27.104750432759282,2260.061387040509,31.389741486673735,27.73860179526172
High income,2020-07-27,1236898426,31.669984587745116,34.151624345413765,33.85173196855333,32.4591974051437,30.389373355578446,28.827669727310717,28.361711917667765,2342.714577496751,32.537702465232655,28.467036791265187
High income,2020-08-03,1236898426,33.2184207291788,35.73550222435108,35.41758122437708,34.0682556853497,31.891032264724146,30.374254784865123,29.923575964191677,2447.8931391098913,33.99851582097071,29.21269365411902
High income,2021-04-12,1236898426,114.64264969740832,121.69395819649598,120.09471883873121,116.8130540391076,112.7917650786686,110.98935959461484,110.07198426036346,7901.969325453152,109.7495739646271,114.93890064987438
High income,2021-04-19,1236898426,115.65137010011695,122.5517056991326,121.79820941596094,118.34492903375295,114.10133985587913,111.98035952476704,111.35449682767802,7921.922155696755,110.02669660689939,116.88158506881308
High income,2021-04-26,1236898426,116.21419648292512,123.42264075279708,122.94939357143103,119.30328404831431,114.92171078271618,112.17599311246127,112.10791574407318,7921.745123404623,110.0242378250642,118.65650866306463
High income,2020-01-06,1236898426,-1.0062233982751085,-0.43295584628443623,-0.5848080353571543,-0.9525566618633886,-1.4467296087608983,-2.3355520269599315,-2.4544177825923033,0,0,0
High income,2020-01-13,1236898426,-1.4716131902540972,-0.5547384814812815,-0.6232178601174555,-1.3127138042480662,-2.095188647346751,-3.3667619364297643,-3.5793872851078925,0,0,0
High income,2020-01-20,1236898426,-1.9485669274732083,-0.7702088051646989,-1.0695414637577192,-1.7802507944322414,-2.8056086586094677,-4.525528900313371,-4.777063356602346,-0.24237318516493628,-0.003366294238401892,0
High income,2020-01-27,1236898426,-2.4826302287750805,-1.1681124321846612,-1.5534938061492085,-2.3477124445403743,-3.3751760654791068,-5.0398127946424225,-5.392350423235792,-26.64671150213256,-0.3700932153073967,0
High income,2020-02-03,1236898426,-3.0209198096321574,-1.6920403836827174,-2.04928022326532,-2.8853576618771317,-4.0177101396645005,-5.599046293068252,-5.994419492900187,-58.28461619072469,-0.8095085582045097,0
High income,2020-02-10,1236898426,-3.652724774044811,-2.3627843421760506,-2.6344261005339553,-3.5350463420979805,-4.779450325766747,-6.278831628221175,-6.691500325071406,-97.21623306615214,-1.3502254592521135,0
High income,2020-02-17,1236898426,-4.369859562432561,-3.1117984908555756,-3.3572381965455858,-4.262522626569245,-5.581016094598786,-7.02099504672105,-7.458642024280405,-139.5221933090455,-1.9378082404034096,2.427846892579035e-4
High income,2020-02-24,1236898426,-5.101423816125029,-3.8850003252935115,-4.0946087267038385,-4.960033112681383,-6.2871442247519616,-7.776092217106263,-8.249327769133105,-183.43353159364563,-2.5476879388006335,0.001536504501946872
High income,2020-03-02,1236898426,-5.654803399598172,-4.410388759383992,-4.674178188788955,-5.526891094819995,-6.897019294221615,-8.331018061711685,-8.815533125958261,-220.4088873513191,-3.0612345465460984,0.007842681174209854
High income,2020-03-09,1236898426,-5.786964519929863,-4.481177850584799,-4.741714104648294,-5.640847424570156,-6.978531587103156,-8.457003172626012,-8.956048397291386,-229.81537648999952,-3.191880229027771,0.05061183576928571
High income,2020-03-16,1236898426,-4.968794235398316,-3.6060042726216133,-3.8652583930648117,-4.792645097015189,-6.125082039329123,-7.629763094799918,-8.145660095623457,-171.3215124270013,-2.379465450375018,0.24521197021880595
High income,2020-03-23,1236898426,-2.7062565552031255,-1.2730035719070025,-1.534696377531706,-2.5139468669950245,-3.860200896980682,-5.347390654042953,-5.866960181328612,-8.521696544700035,-0.11835689645416704,0.9441375908097405
High income,2020-03-30,1236898426,1.9180452170492652,3.415850826603329,3.11294213755007,2.1014681979860534,0.7386708025502402,-0.7125346245590449,-1.2445418668929478,322.9180622911745,4.484973087377424,2.6521205226272957
High income,2021-04-05,1236898426,114.02436072946702,120.44722285713515,119.18983036733663,115.98231829959929,112.13193360559966,110.38928205900481,109.58409106091685,7926.415511886183,110.08910433175254,112.76523800831484
High income,2020-04-13,1236898426,12.402725364955616,14.063938364233788,13.838196621974598,12.621645366455663,11.215804024247335,9.747838219141512,9.232142596326662,1070.1524825162162,14.863228923836335,9.230110217635607
High income,2020-04-20,1236898426,16.373604315827134,18.120390679751065,17.884046217032587,16.622788087189445,15.14752713156959,13.67121086897709,13.226130406147512,1349.8364661343512,18.747728696310435,12.5843074684291
High income,2020-04-27,1236898426,18.694847559021564,20.496980160845965,20.27362097333981,18.975915213026834,17.375841954547493,15.925842529049454,15.53632805997282,1509.285710283266,20.96230153171203,15.382840741039152
High income,2021-05-03,1236898426,116.80827484810274,125.95845065874502,125.08322948990872,120.31292495324175,115.2641570714063,112.5753143487157,112.20007526310421,7925.563706968735,110.07727370789911,120.26739299933429
High income,2021-05-10,1236898426,117.89000116220352,128.36856744246705,127.14246251301104,121.13703571684279,115.56081286218367,112.79964702886737,112.26664325514194,7925.563706968735,110.07727370789911,121.7146410209758
High income,2020-05-04,1236898426,20.452186116387967,22.308727070862417,22.047595009497,20.77447061653823,19.129884084428774,17.648966751795463,17.259014564767647,1628.0904806252308,22.61236778646154,17.62061721630811
High income,2020-04-06,1236898426,7.4026827520763385,8.975444923726995,8.655061971567092,7.613904438475232,6.230821607751515,4.752841081444952,4.241183713313528,715.1579980178667,9.932749972470372,5.684141358912198
Low income,2020-05-04,685980395,8.126507359331914,42.527632159546016,37.264302095004624,13.01152907510837,-3.153180338169175,-15.926071478520264,-32.46688463651396,0.5070477029947292,0.017484403551542387,0.06006702276090558
Low income,2020-05-18,685980395,9.547615246137788,47.138301414107495,40.35475583309393,13.924566500225179,-2.8950453626411785,-17.048472338318845,-30.675875480996666,1.5211431089841878,0.05245321065462717,0.11837889332099644
Low income,2020-05-25,685980395,10.327160042440006,49.07227331761909,41.910189607560206,14.811097347643623,-2.8188571574151924,-17.563244632624404,-30.856333749472334,2.028190811978917,0.06993761420616955,0.149575703253152
Low income,2020-06-01,685980395,11.182928661875602,51.121777697423724,43.71150553562889,16.282749840746504,-2.4257651258683492,-17.34303307978266,-31.59930475390061,2.5352385149736465,0.08742201775771194,0.1927259160227167
Low income,2020-06-08,685980395,12.071213688942604,53.160822780041805,45.52271659135215,16.425559613345698,-1.1816554090107716,-17.86332561747021,-32.33806423330087,3.0422862179683756,0.10490642130925434,0.2386466161325208
Low income,2020-06-15,685980395,13.697467391224121,54.906250241265056,47.44611113894256,17.839362384149887,-0.439356234064559,-18.485378013765224,-32.868268092894766,3.5493339209631047,0.12239082486079671,0.3006034888212804
Low income,2020-05-11,685980395,8.805037128577368,45.03730288709098,38.823356434572815,13.590474062923894,-3.094718490840912,-16.51188746230193,-31.542093443395128,1.0140954059894585,0.034968807103084774,0.08645349113803755
Low income,2020-06-22,685980395,15.314849196883696,56.74770043096018,49.27171079934831,19.466850997213253,0.1701668427964958,-19.136752463665847,-33.45585833009848,4.056381623957834,0.1398752284123391,0.3561458924784578
Low income,2020-06-29,685980395,16.748572416301368,58.56044188866616,51.10223987415345,20.73242585101467,1.0221736574226248,-19.750976918430577,-33.7737558614156,4.563429326952563,0.1573596319638815,0.40556363130465267
Low income,2020-07-06,685980395,18.135978837575042,60.40178138538332,52.991562079730194,22.449560707516834,1.9935115052115828,-20.318309947039165,-34.33376950191018,5.201011440952936,0.17934522210182538,0.45338030396626716
Low income,2020-07-13,685980395,19.613606563786767,62.33333016297678,54.86924708993847,24.802332909671964,2.79585829597364,-20.640765321109576,-34.892253372382655,5.838593554953308,0.20133081223976923,0.5083390174729411
Low income,2020-07-20,685980395,21.233148736267655,64.04866448470594,58.3665257797565,26.200435925770666,3.3508650722831783,-18.989684006502262,-35.464664006540204,6.47617566895368,0.2233164023777131,0.5528025330811386
Low income,2020-04-06,685980395,6.643809460743619,32.43559304817108,31.63593676870033,9.985073889976235,-2.224430871622865,-12.14104233595542,-27.663120118772618,0,0,0.011519716973835673
Low income,2020-04-13,685980395,6.920074585880027,34.95675261320548,32.79290260418276,10.38259032767496,-2.465344426723022,-13.251135270412735,-30.401644918451947,0,0,0.017061712091640754
Low income,2020-04-20,685980395,7.18620713710107,37.61414100627013,34.37582483741524,11.065879073862362,-2.8965373501739045,-14.235083774307975,-33.15708720578476,0,0,0.026974240276939693
Low income,2020-04-27,685980395,7.562572653497732,40.02267825396433,35.818096596811216,12.009557329105817,-3.167213383219411,-15.186514068764309,-33.321228260350814,0,0,0.041698130454588284
Low income,2020-01-01,685980395,0.5077131883860655,2.3931144952444248,2.0521373570579122,0.6367102512937427,-0.17977509500551672,-1.1665242194257437,-2.0439200321404285,0,0,0
Low income,2020-01-06,685980395,1.016917597199234,4.790754933862714,3.8805778659652486,1.2720124623111482,-0.3601601472172202,-2.3195555391774527,-4.0724259515529,0,0,0
Low income,2020-01-13,685980395,1.530871877077655,7.183369338619037,6.186174638616308,1.8642177442960164,-0.5366665512266595,-3.4662197895530076,-6.10786286136765,0,0,0
Low income,2020-01-20,685980395,2.04088391305294,9.588550472611914,7.88133550890327,2.529325107619954,-0.7027590144104441,-4.617806168538023,-8.137397562504152,0,0,0
Low income,2020-01-27,685980395,2.559505714477652,11.962763965971972,9.74965004351213,3.161255530954907,-0.8721657323731298,-5.7729938978024675,-10.171432833405563,0,0,0
Low income,2020-02-03,685980395,3.0676136961187312,14.335693817497972,11.617447613353226,3.7838743432694923,-1.064600504092446,-6.960138836991098,-12.20081185198908,0,0,0
Low income,2020-02-10,685980395,3.601420818350757,16.719479813335205,13.872871635812045,4.364854742300235,-1.2838305784026687,-8.12000171378992,-13.894070902802241,0,0,0
Low income,2020-02-17,685980395,3.9962665126769075,19.096518098772446,16.046062861813994,4.910308545775213,-1.2893685051113681,-7.891236120152105,-14.632040810269881,0,0,0
Low income,2020-02-24,685980395,4.3807947784836605,21.4471875590342,18.32027677186891,5.41648135147481,-1.2920161637847436,-7.8270217145731396,-15.713240747179126,0,0,0
Low income,2020-03-02,685980395,4.880267498905534,23.856873239838958,20.441170558149643,6.289253614488731,-1.4680372888880309,-7.789062391811374,-16.37906876129696,0,0,0
Low income,2020-03-09,685980395,5.3447575101665175,26.303453790444017,22.702589109360147,7.419736624207672,-1.6523487107332686,-8.269372811250395,-17.225840917775912,0,0,0
Low income,2020-03-16,685980395,5.720770919990964,28.69108090715762,24.912132090837805,8.34399615320115,-1.803084755432977,-8.84368875338067,-19.306940848883063,0,0,0
Low income,2020-03-23,685980395,6.048508656952368,30.23851272230334,27.129807468664314,9.062687331652503,-1.9021340714292378,-9.935862989990309,-22.145420450889105,0,0,0.0010204373260550687
Low income,2020-07-27,685980395,22.749293753749022,65.72842821632774,60.164019398588316,27.949649444771,4.439241540558799,-17.25357595914127,-36.02222420879029,7.113757782954052,0.24530199251565696,0.6014927000938562
Low income,2020-08-03,685980395,24.19696063415487,67.3703030635278,61.87740463419937,29.6186464632293,6.27359698337831,-15.460539325391947,-36.555230246049945,7.751339896954424,0.2672875826536008,0.640125436820975
Low income,2020-08-10,685980395,25.784749851243035,69.14066582387609,63.834091378404665,32.05066161805382,6.9365476961232435,-13.614681019269808,-36.88842934985002,8.388922010954795,0.28927317279154474,0.688524779195767
Low income,2020-08-17,685980395,27.731135898167356,70.8605382653194,66.39603047920036,34.45891478765454,7.7214467572538394,-12.771289120410817,-37.68442551532702,9.026504124955169,0.3112587629294886,0.7442131053905703
Low income,2021-04-26,685980395,95.35114401773163,165.80926442691387,151.8665770359419,107.27974903397538,46.23447285721076,0.980986090115053,-45.79199873436577,34.45135285948978,1.1879776848099923,2.6613678952151396
Low income,2021-05-03,685980395,96.64832526980845,168.81642877102522,153.32654490023847,108.70800757870829,47.08726505361716,1.5961701590514024,-46.372536881144654,34.45135285948978,1.1879776848099923,2.733383218626824
Low income,2021-05-10,685980395,98.10719334996118,171.8438081574565,154.77790606015182,110.22946604546719,48.04181259376321,2.483218750234787,-48.036717402609405,34.45135285948978,1.1879776848099923,2.810789512432057
Low income,2020-09-07,685980395,32.452885506567846,76.29946134352134,74.33042930925745,38.922248969903784,10.222908569743236,-12.247069710365553,-39.70109609823622,10.939250466956286,0.3772155333433202,0.8529641725402372
Low income,2020-09-14,685980395,33.784253247482006,78.02266520261526,76.8052148963789,40.684295446185175,10.84226217808994,-12.17469011248189,-40.38048051651151,11.576832580956658,0.3992011234812641,0.881537438107105
Low income,2020-09-21,685980395,35.147097781617276,79.97664426002711,79.29174711372573,42.29916791402849,11.615179356030197,-12.071288069508471,-40.655225488274816,12.21441469495703,0.42118671361920795,0.9074861388713594
Low income,2020-09-28,685980395,36.42011559784105,82.24415805323144,81.36895691558699,43.723438272507614,12.182141139776073,-11.952710265685356,-41.34650173650613,12.851996808957402,0.4431723037571518,0.9308102748330002
Low income,2020-10-05,685980395,37.86021565562068,85.45688874682126,83.08580959558167,45.54501121457891,12.875670996770992,-11.929317987984179,-41.58000083283714,14.51348573592143,0.5004650253766011,0.9483046523508882
Low income,2020-10-12,685980395,39.29038639037672,88.395449449556,84.860536781165,47.25003194685976,13.575620700536165,-11.935054507046557,-41.80895257557617,16.174974662885457,0.5577577469960503,0.9719206333877807
Low income,2020-10-19,685980395,40.74694906385111,91.69786075373091,86.64532446435483,49.21962539302029,14.329993971955888,-11.831976510179695,-42.083287971270884,17.83646358984949,0.6150504686154995,0.9939355482600928
Low income,2020-10-26,685980395,42.11890362761856,94.73663885004157,89.08581369185765,50.57452263651061,14.945025161542706,-11.33719556591671,-42.435690059852156,19.49795251681352,0.6723431902349488,1.0176994927092633
Low income,2020-11-02,685980395,43.64286192313303,97.47411952614551,91.35070989412564,52.435573160068735,15.43458700137904,-10.838154235344856,-42.705534164521005,21.159441443777546,0.7296359118543981,1.0381113005423428
Low income,2020-11-09,685980395,45.20831340764166,99.89275240371109,93.52903605015726,54.05881978986572,15.86852957818366,-11.138739034941862,-42.49172403440716,22.82093037074158,0.7869286334738473,1.1010875901198314
Low income,2020-11-16,685980395,46.731892441026,102.38759143025447,95.88820465460887,56.205828576951554,16.37793497037131,-11.410721191263605,-42.508498094791264,24.482419297705604,0.8442213550932967,1.131120081062958
Low income,2020-03-30,685980395,6.388946359613482,31.119353808278927,29.88956121907588,9.617628539043737,-2.019583564232994,-10.951492586707852,-24.89957099720042,0,0,0.00495830496730158
Low income,2021-04-05,685980395,89.3736875597061,156.9578372832096,144.01821588154476,101.13144669559384,44.22389962133722,-0.2565084482949292,-45.57017451692346,34.45135285948978,1.1879776848099923,2.3772434487723224
Low income,2021-04-12,685980395,91.36594906158251,159.93006832753107,146.16650048634577,103.7464342310346,44.990616273095114,0.1437629972978495,-45.561289452435716,34.45135285948978,1.1879776848099923,2.459608047544857
Low income,2021-04-19,685980395,93.5794816894788,162.87033395624158,149.00516928937245,106.46771086952674,45.66793588508898,0.5253485573584283,-45.48284096554119,34.45135285948978,1.1879776848099923,2.569962221733757
Low income,2020-08-31,685980395,31.09933512962674,74.45296155206945,71.88042475561194,36.973618518052554,9.423651818213463,-12.305278542047478,-39.3497997562508,10.301668352955913,0.3552299432053763,0.8178315358414872
Low income,2021-01-04,685980395,61.90502096163939,123.4424006115887,111.79031590887125,70.66303439241416,26.038618807682024,-5.016417895149487,-43.26801431680003,34.45135285948978,1.1879776848099923,1.4948447615620268
Low income,2021-01-11,685980395,64.29413557812929,125.35986450870433,113.88996942345516,74.2946517198878,29.317571868651957,-4.6747917557950025,-43.732629583265535,34.45135285948978,1.1879776848099923,1.5473227919290609
Low income,2021-01-18,685980395,66.83098919841062,127.38986411976119,116.14034779264945,77.37317102128807,30.607923807368795,-4.1076127433047835,-43.77809511215918,34.45135285948978,1.1879776848099923,1.6266270991607565
Low income,2021-01-25,685980395,69.59975105919791,129.20650890251548,118.88724268973617,80.39249077176363,31.85419367774161,-3.53822016124382,-43.75368598112295,34.45135285948978,1.1879776848099923,1.7275075332145609
Low income,2021-02-01,685980395,71.86971170576213,131.06921943380814,121.53368003137561,82.63179183140045,32.980995705389915,-3.131389859569417,-43.84916888329086,34.45135285948978,1.1879776848099923,1.795294164347073
Low income,2021-02-08,685980395,73.94064140120099,133.28796971492727,123.9878300118443,84.76175024434525,34.08490359279135,-2.823962478546988,-44.04023653004359,34.45135285948978,1.1879776848099923,1.859872540526468
Low income,2021-02-15,685980395,75.91524784014251,136.24429420463954,126.40453679096098,85.96786048132724,35.003896086884886,-2.6098349802607825,-44.37931890946641,34.45135285948978,1.1879776848099923,1.9132281469939094
Low income,2021-02-22,685980395,77.58027998006801,139.15746285536028,128.6883094826852,86.94246489761336,35.992274394768764,-2.44310195445877,-44.761818513715205,34.45135285948978,1.1879776848099923,1.965124528085092
Low income,2021-03-01,685980395,79.21388314254008,142.0678515939418,131.54938002796843,89.22765697085657,37.03070653792385,-2.243547639715064,-45.17649563952702,34.45135285948978,1.1879776848099923,2.013521829585232
Low income,2021-03-08,685980395,80.92621565336607,145.06148111364107,134.40877285422073,91.76899784731661,38.25884924380935,-1.788228808279979,-45.52717202065034,34.45135285948978,1.1879776848099923,2.0632324339240045
Low income,2021-03-15,685980395,83.14409713430581,147.93788567305245,136.5167470726171,94.65057817024902,39.80171350476378,-1.34005489535552,-45.55618449104579,34.45135285948978,1.1879776848099923,2.1289792108417327
Low income,2021-03-22,685980395,85.43593955593076,150.89894398044936,138.57848279071015,96.56109107559011,41.358846512004405,-0.9433367811862323,-45.57165135500957,34.45135285948978,1.1879776848099923,2.1992475455512106
Low income,2021-03-29,685980395,87.40897663187893,153.97795028488943,141.53525482001018,98.58066203068958,42.80120741810575,-0.5293092874273936,-45.60430052198276,34.45135285948978,1.1879776848099923,2.28540306899004
Low income,2020-11-30,685980395,50.57830058759303,107.84444302894983,100.72241425351902,60.01690219238621,17.457151204122603,-11.740182493543339,-42.73419151912916,27.80539715163366,0.9588067983321951,1.2220890073687891
Low income,2020-12-07,685980395,52.59212321134127,111.09749299977928,103.1194456865525,61.864539755913334,18.33867048721488,-12.269989669127192,-42.89441558213594,29.46688607859769,1.0160995199516445,1.2668433476149126
