World_Bank_income_group,date,population,estimated_daily_excess_deaths,estimated_daily_excess_deaths_ci_95_top,estimated_daily_excess_deaths_ci_90_top,estimated_daily_excess_deaths_ci_50_top,estimated_daily_excess_deaths_ci_50_bot,estimated_daily_excess_deaths_ci_90_bot,estimated_daily_excess_deaths_ci_95_bot,estimated_daily_excess_deaths_raw_estimate,daily_excess_deaths,daily_covid_deaths
High income,2020-11-16,1236898426,7890.335544365499,8064.73922923931,8046.061776024048,7928.6148269430705,7791.015482013795,7732.139782732438,7711.346890716041,553593.4273067001,7688.797601481947,4878.143
High income,2020-11-23,1236898426,7659.1345762682395,7851.1144149456595,7845.445861746215,7737.501374905078,7593.603060951884,7522.705105444337,7520.106225840893,539760.6844495565,7496.676172910507,5621.144
High income,2020-11-30,1236898426,7944.102207051985,8150.870542295273,8123.98218908726,8018.257380001715,7880.972593050791,7830.246034539527,7814.522749348317,561078.8558781234,7792.761887196159,5756.002
High income,2020-10-26,1236898426,5325.168238576361,5549.821819028114,5511.585553536355,5388.244198738358,5277.080056685312,5210.397934106437,5182.549982517167,372064.99338964507,5167.569352633959,2307.143
High income,2020-08-10,1236898426,3226.210521511074,3477.6735728423128,3472.084667554203,3318.422125931909,3184.3551597827195,3134.3594016423995,3107.057414487386,221015.59615462215,3069.6610577030856,1362.1399999999999
High income,2020-08-17,1236898426,2901.2377939484854,3207.247430886312,3106.3230950360207,2995.913226527633,2855.869588509097,2809.5738140105846,2785.2613238513923,197659.31044033874,2745.26820056026,1311.429
High income,2020-08-24,1236898426,2060.0685128072687,2377.35804584776,2270.536730709651,2155.415650461479,2018.2253618380778,1951.7864563023666,1946.4342158328811,137682.28186891458,1912.2539148460357,1279.143
High income,2020-08-31,1236898426,1709.277074820309,1975.4707860643034,1929.9293941742424,1808.1309598546711,1676.9151013232863,1614.966055888229,1610.3421027350885,112678.22472605392,1564.9753434174154,1194.571
High income,2021-01-04,1236898426,6624.785901301321,6907.496998063913,6887.652702252016,6705.696737059757,6587.735351684664,6522.8806472592605,6504.9315751118,465965.7470060861,6471.7464861956405,7153.428
High income,2021-01-11,1236898426,6407.21898124388,6639.57659820981,6620.4503239360565,6476.5566518370815,6355.775912796433,6265.571837708541,6229.736035573392,446126.26392179617,6196.198110024947,8044.857
High income,2021-01-18,1236898426,6793.191742194686,7056.168235914011,7021.4404656002935,6875.560316153944,6742.4232784929745,6691.785701124611,6682.629076458991,473140.3210646431,6571.393348120043,8278.998
High income,2021-01-25,1236898426,5401.844316532175,5721.5000897267555,5664.831500691972,5527.884942964418,5384.445590987382,5323.7916825032025,5313.503780075225,378528.2067789364,5257.3362052630055,8304.144
High income,2021-02-01,1236898426,3959.743115652721,4336.381055194981,4324.092908264989,4183.416427926216,3959.743115652721,3920.721234998057,3866.8738259051916,271033.0017074949,3764.3472459374293,8158.141
High income,2021-02-08,1236898426,2755.208951257997,2969.8982884929765,2941.0209360985805,2823.5833336952455,2644.9177262289254,2556.125805510379,2547.794206483736,179412.3159932175,2491.8377221280207,7313.002
High income,2021-02-15,1236898426,2116.635984069545,2287.8236352792915,2281.3041351881434,2151.897414371124,1958.737216576364,1895.2246256582894,1874.3699763027034,130918.08742179151,1818.3067697471042,6125.004
High income,2021-02-22,1236898426,1077.0285887030097,1309.3527923652732,1235.2644838043118,1130.2305071379353,964.6005341890955,849.100370129193,827.7633925957244,56458.67827250708,784.1483093403762,4937.29
High income,2021-03-01,1236898426,161.75817396209234,559.5050269883144,511.7424744675176,298.9197884165411,87.26293222121016,-13.361199674671404,-15.567806737233617,-3545.285548078398,-49.24007705664442,4726.572
High income,2021-03-08,1236898426,334.3951635785433,789.4837550044978,714.2727910756115,473.22062133616777,267.83034670131946,107.78528701478568,20.30374480146007,5440.252437874602,75.55906163714725,4120.427
High income,2021-03-15,1236898426,489.6685532795085,1024.4323032576763,965.6570026412209,729.0739751566178,470.4302002033173,303.78290190109414,298.00228223665033,13993.020335141118,194.34750465473775,3684.428
High income,2021-03-22,1236898426,1095.5298314467682,1733.53075400242,1677.7912650142496,1290.9779074589148,1030.835405654715,864.6235424358773,833.3340323289137,49891.1975422008,692.9332991972334,3467.1459999999997
High income,2021-03-29,1236898426,1216.1000790007886,1745.5873156585772,1657.8390384051606,1398.8559081839646,1099.28270411475,914.6530497594516,848.491708245293,25662.746819883432,356.4270391650477,3697.425
High income,2020-12-07,1236898426,8498.840798635545,8706.340183068502,8670.410257913492,8564.11191973769,8435.993481822634,8378.21035927723,8372.043409882057,601255.376799783,8350.769122219208,6383.57
High income,2020-12-14,1236898426,8053.631624362785,8264.255786175621,8246.818481265283,8125.705440919534,7990.385656608888,7922.1905018198995,7909.357021212925,569196.3482283568,7905.504836504956,6535.432
High income,2020-12-21,1236898426,8188.238059598409,8392.059984862044,8368.112023547621,8250.226184596624,8125.720995337292,8070.240965354571,8046.307233537042,578270.9196569324,8031.540550790727,6979.0019999999995
High income,2020-12-28,1236898426,7898.31437509213,8113.881844468604,8078.532245282304,7960.247555258878,7821.37795533622,7770.022941211153,7766.289316864535,558133.5196786572,7751.854439981349,6021.428
High income,2020-05-11,1236898426,2844.291155534574,3028.21742057779,3015.9868363692394,2913.0673635835587,2769.620367975786,2719.3191426750245,2701.630081928644,191581.13348181167,2660.849076136273,3397.43
High income,2020-05-18,1236898426,2099.759017754465,2300.5789512520882,2275.2505875928523,2133.1530712666413,1974.6006766046373,1921.4194900368927,1902.731724056117,134314.90491038968,1865.484790422079,2754.574
High income,2020-05-25,1236898426,1488.9942546230434,1709.270952600186,1683.2969058253937,1529.3431427305688,1384.2314213034092,1326.4675739440634,1320.2233258039153,92188.73348181951,1280.399076136382,1814.1470000000002
High income,2020-06-01,1236898426,1406.7198083127544,1696.4951176293207,1656.281226497188,1503.7342677458134,1323.507322207214,1260.8013450887036,1239.3084492141172,86526.06730669475,1201.7509348152048,1693.574
High income,2020-06-08,1236898426,1249.382323993144,1605.4386655657993,1599.8934659477593,1351.685280249057,1180.0240663965055,1111.7602581183487,1106.6396774966804,74879.55302098324,1039.9937919581005,1483.288
High income,2020-06-15,1236898426,890.4666667029924,1336.414121603321,1203.1651184726031,974.2084128174911,825.4726209181068,785.9040441712513,772.3470013776432,48732.23873526402,676.8366491008892,1245.146
High income,2020-06-22,1236898426,1333.0368766990869,1704.5758734299113,1572.4631990390149,1460.1488565746445,1317.3054883605853,1262.8151127793856,1249.3759609727033,83157.49587812176,1154.9652205294688,1244.285
High income,2020-06-29,1236898426,1530.7358247492216,1828.1853689391487,1823.5852678947317,1649.0392534533705,1507.2186543215591,1451.0609546456194,1439.8610699311175,95661.32444955467,1328.6295062438148,991.574
High income,2020-07-06,1236898426,1531.7490698828951,1850.9692866682246,1813.8261871547552,1665.9000342278885,1516.448357113871,1464.7902237588828,1452.2465621096624,95822.3445417202,1330.8658964127806,904.86
High income,2020-07-13,1236898426,1660.7245021471051,2073.6384882914945,2014.120571641267,1800.4353442554338,1639.4523171571366,1578.2626934583202,1554.2109879203108,108890.34454170993,1512.365896412638,1089.7179999999998
High income,2020-07-20,1236898426,1595.8234832145033,1938.8889644146038,1918.952162693351,1723.2869452422656,1575.8419538517041,1529.286951807742,1519.9317539865694,104937.03025600317,1457.4587535555995,1259.86
High income,2020-07-27,1236898426,2190.141691253164,2532.897217142028,2518.7647104327943,2307.6459657900123,2147.2289583116212,2082.5184391267862,2082.16572341708,146048.00168457732,2028.4444678413515,1287.143
High income,2020-08-03,1236898426,2736.083180144063,3023.873180989125,2955.089472863547,2823.3520997134833,2692.817075092306,2629.9523062655035,2621.041205381399,185850.28186890995,2581.2539148459714,1317.574
High income,2021-04-12,1236898426,1092.5152160853427,1975.7398659809576,1955.3303979140333,1518.3958818889598,1017.9272381758984,768.9095451437613,667.3308029571781,-43196.35645816941,-599.9493952523529,3840.857
High income,2021-04-19,1236898426,1782.4066834063085,4512.799962178309,3898.8591281979334,2670.3558473749035,1467.035323111247,1152.7644216160645,1091.320597371812,35256.60617508575,489.67508576507987,3432.719
High income,2021-04-26,1236898426,994.5129528667092,3536.770878646864,2988.209317705612,1918.0401258783395,881.7541104820285,429.7011169623339,248.01541218347083,-312.81566213019573,-4.344661974030497,3136.286
High income,2020-01-06,1236898426,-887.7773576817317,-284.1941809262599,-454.91578615008086,-789.6884457752831,-1270.0356680802552,-2018.2530199658145,-2079.8137056343257,0,0,0
High income,2020-01-13,1236898426,-822.3427159646836,-246.32260612562766,-271.2375995204646,-732.7004516377585,-1280.1261073552648,-1819.1862169020037,-2072.0405914531216,0,0,0
High income,2020-01-20,1236898426,-842.7761812016231,-404.75621061208204,-463.1902167842861,-834.3250675817835,-1221.7666330099053,-2032.6703787921163,-2116.2909252705035,-428.2728731930232,-5.9482343499031,0
High income,2020-01-27,1236898426,-943.6886525209271,-737.6731966170523,-769.3890777153752,-893.3201013781471,-1032.6771783552754,-1139.3244420801466,-1195.9462754676101,-46656.40643404106,-648.005644917237,0
High income,2020-02-03,1236898426,-951.1564789918832,-783.550459968785,-828.4416302805239,-917.4546574513846,-1036.3116805954005,-1130.4080176882042,-1186.341981798396,-55904.10644465376,-776.4459228424133,0
High income,2020-02-10,1236898426,-1116.397951458569,-990.9455719836495,-998.8548695429689,-1103.2945891575837,-1211.8037779354647,-1319.5687663346214,-1358.2498058849203,-68792.07947835895,-955.4455483105411,0
High income,2020-02-17,1236898426,-1267.1755585523567,-1150.999594459877,-1167.282810792452,-1263.4369188898336,-1360.816016942988,-1472.637520620353,-1503.1924453544502,-74754.53662121907,-1038.2574530724871,0.42899999999999994
High income,2020-02-24,1236898426,-1292.6723913001138,-1175.214879349726,-1191.0419808234244,-1291.6892820483317,-1409.121531770137,-1457.5433839723546,-1497.5398343254903,-77591.23601110777,-1077.65605570983,2.286
High income,2020-03-02,1236898426,-977.8204796835211,-852.548694066429,-878.2527974685643,-958.7837290674356,-1026.824903244452,-1074.9040002166983,-1088.778567649038,-65335.370482080485,-907.4357011400067,11.143
High income,2020-03-09,1236898426,-233.52840245238028,-89.33931051992418,-109.25796831136259,-191.933424185371,-255.73677771180118,-280.5768475619943,-285.9183351848412,-16621.24515688558,-230.8506271789664,75.573
High income,2020-03-16,1236898426,1445.7050530529195,1573.5961046770904,1551.7097122755035,1481.8608456568193,1422.5731451553333,1384.9513104282187,1368.6635319664538,103358.52627168635,1435.5350871067549,343.858
High income,2020-03-23,1236898426,3997.8989934273177,4154.565161941222,4139.389706126017,4045.855564536281,3983.9081128710936,3926.1394241446587,3867.802980430764,287666.90859701176,3995.3737305140526,1235
High income,2020-03-30,1236898426,8171.130833497132,8311.758603475291,8306.98767651494,8222.949159766715,8145.32882810436,8091.581390106264,8062.463442153597,585653.3085970182,8134.073730514143,3018.002
High income,2021-04-05,1236898426,1355.22335169234,1842.6934719713097,1835.5009855069507,1589.3469279351198,1216.2998253075664,1047.978668744638,1009.9428630925851,23109.44322080769,320.9644891778846,3328.715
High income,2020-04-13,1236898426,8835.064054004722,8991.356467534537,8971.254666546003,8874.87856612859,8768.882661013344,8712.124803300889,8706.185155746609,627274.4558781283,8712.145220529559,6265.719
High income,2020-04-20,1236898426,7016.5341773850205,7288.871546162739,7224.522811019581,7084.028269101033,6958.804870460048,6911.528358595155,6903.3515310118255,494200.97016383015,6863.90236338653,5926.859
High income,2020-04-27,1236898426,4101.631591243323,4322.191603956295,4272.661248467589,4127.2781682913355,4001.237113870288,3964.590915066436,3956.9445656688363,281746.4558781178,3913.1452205294145,4945.0019999999995
High income,2021-05-03,1236898426,1049.735135441186,4505.7552287846665,3506.732496172425,1830.9275863998444,471.5815712828931,-3.586890508093914,-297.31805810869906,6747.42857142857,93.7142857142857,2846.429
High income,2021-05-10,1236898426,1911.407964677185,4472.928521696024,3608.7376170165244,2026.4710304558027,380.17729176398876,-821.9996599930932,-1626.4845480691608,0,0,2557.284
High income,2020-05-04,1236898426,3105.213279365157,3301.620112007899,3286.321612395851,3160.28511622939,3009.773051415198,2963.507774914868,2952.1813840089103,209927.7620532394,2915.663361850547,3954.1459999999997
High income,2020-04-06,1236898426,9691.342191793581,9845.8166034504,9823.790268473078,9750.085647184076,9664.396484337776,9603.67995634374,9568.54966367644,693087.0844495526,9626.209506243786,5357.574
Low income,2020-05-04,685980395,552.6402175176289,2454.7846708681736,1786.1951346018845,837.2328236361919,-57.87301743320494,-925.0727796386028,-1153.1635314254231,496.8925479773815,17.1342257923235,18.001
Low income,2020-05-18,685980395,727.7057577177909,2538.430717557197,1944.7058335414467,955.6356299840588,107.156316614038,-742.4014414541449,-1143.9472036132072,496.8925479773815,17.1342257923235,31.286
Low income,2020-05-25,685980395,763.9320675536989,2427.4124617741563,1922.9194157458778,956.5484963153954,138.10898415903353,-831.3426430784384,-1082.6015320514161,496.8925479773815,17.1342257923235,30.572
Low income,2020-06-01,685980395,838.6292794129063,2532.53167194082,2294.386123827219,1251.2866321814538,364.80916566677536,-307.5543874705927,-728.0907758446509,496.8925479773815,17.1342257923235,42.286
Low income,2020-06-08,685980395,870.4944482000114,2694.003729459261,2529.919631048469,1292.9951613569483,506.55246983837714,-509.8721150263701,-723.963599269977,496.8925479773815,17.1342257923235,45.001
Low income,2020-06-15,685980395,1593.6830815161238,2809.2057175032683,2612.842824795348,1710.470027562533,568.18443197509,-370.74478549443074,-609.5939264587842,496.8925479773815,17.1342257923235,60.716
Low income,2020-05-11,685980395,664.9401701803661,2459.4070242874645,1961.31992379375,946.5755775502962,0.43339354455916085,-863.1588434987008,-1125.380841085147,496.8925479773815,17.1342257923235,25.858
Low income,2020-06-22,685980395,1584.9888713031003,2790.3096833136688,2647.4178601597705,1836.2084558264517,503.0195873977797,-575.8219757359218,-1320.5036840921448,496.8925479773815,17.1342257923235,54.43
Low income,2020-06-29,685980395,1405.0086005382932,2864.659690080035,2748.3181858861303,1923.6036831958197,485.55560446552613,-452.49110164508113,-1264.967153429495,496.8925479773815,17.1342257923235,48.428
Low income,2020-07-06,685980395,1359.6194355583584,2919.656982724963,2806.2387060131396,1963.1330830343336,447.2047594428693,-548.7976833026578,-563.8874529179169,624.8126148670148,21.5452625816212,46.859
Low income,2020-07-13,685980395,1448.0337875566727,2976.6977582361155,2927.371853114528,1980.129936079581,523.8054391436095,-521.9097995449227,-547.2985515254747,624.8126148670148,21.5452625816212,53.858
Low income,2020-07-20,685980395,1587.1059702822806,3460.5430553605565,3114.9524182607724,2209.1827164509436,624.9267880143832,-348.2389400613505,-560.9463898879942,624.8126148670148,21.5452625816212,43.573
Low income,2020-04-06,685980395,249.75870112025223,1724.9862423411416,1388.2322078642521,440.09398348815705,-363.70761505876726,-1422.0330573318988,-2104.148527718033,0,0,6.43
Low income,2020-04-13,685980395,270.7320852368537,1743.0924471493215,1396.595085840859,572.3053276636582,-365.93945477466355,-1379.9418149741803,-2266.7648037939953,0,0,5.431
Low income,2020-04-20,685980395,260.8024465842403,1688.5559714079907,1551.2194554387204,579.5726847298406,-329.49064883187555,-1399.7461051802295,-2318.1520619080843,0,0,9.714
Low income,2020-04-27,685980395,368.82766514594556,2360.2990464935397,1687.4176838385563,594.2296520694421,-212.95205230346585,-976.5873911362922,-1526.2401706404162,0,0,14.429
Low income,2020-01-01,685980395,497.54470502254657,2345.185181039995,2011.0371354126326,623.9582138329013,-176.17455811863843,-1143.161064026769,-2002.984387137291,0,0,0
Low income,2020-01-06,685980395,499.0060592762839,2349.620478787639,1864.9137251144984,619.5700380840962,-176.7722990975428,-1129.9384002437837,-1987.8789883691506,0,0,0
Low income,2020-01-13,685980395,503.6607998899141,2344.6951063677607,2175.7019254260645,572.9311604723113,-172.9713324891783,-1123.6988505785746,-1994.6711648461453,0,0,0
Low income,2020-01-20,685980395,499.79751127582915,2357.010149061401,1844.2408090059032,605.9914693125181,-162.7659621447649,-1128.5223987610862,-1988.8871656454626,0,0,0
Low income,2020-01-27,685980395,508.2348402813356,2326.6627285563754,1861.71807078878,609.9496321785347,-166.01383900528117,-1132.0516211713953,-1993.2975979669745,0,0,0
Low income,2020-02-03,685980395,497.93159135542976,2325.404795510139,1906.8550902036884,583.9073765576104,-200.92149758955074,-1163.3687918669552,-1988.7346011037635,0,0,0
Low income,2020-02-10,685980395,523.116029375054,2336.043512885563,2190.6435575312103,724.5269105098585,-70.60562720302127,-1136.6331348175586,-1659.3464464487672,0,0,0
Low income,2020-02-17,685980395,386.93772193986024,2329.430945677656,2146.7009234699453,704.5576900228764,-124.3351346659657,-723.1898408896641,-1445.4261863290994,0,0,0
Low income,2020-02-24,685980395,376.82693095254524,2303.5902355211397,2188.641977429166,704.0431571140676,-175.0107518999037,-1059.5456568499717,-1492.6989230558454,0,0,0
Low income,2020-03-02,685980395,489.46927720960156,2469.0017999880342,2192.038238539115,1044.857749503325,37.19907317435493,-777.4600838112824,-1616.2149031154215,0,0,0
Low income,2020-03-09,685980395,455.18720199766267,2397.580417861967,2216.1268443138683,931.8239752319544,-7.1966076470452665,-855.5368905744325,-1695.420694986825,0,0,0
Low income,2020-03-16,685980395,368.4826105666718,2339.807703765579,2165.290238862174,696.7846374754063,-62.589340528649345,-934.5431581142475,-1947.3799043525019,0,0,0
Low income,2020-03-23,685980395,321.1738032245582,1798.910219652363,1625.851552592668,697.2694350670027,-149.4990811140193,-1070.3001631975765,-1909.4380499216702,0,0,0.9999999999999999
Low income,2020-07-27,685980395,1485.7796542416474,3347.730561568054,3088.887615180392,2114.122320114916,580.5644856867649,-400.488952401063,-546.3933825368599,624.8126148670148,21.5452625816212,47.714999999999996
Low income,2020-08-03,685980395,1418.6729977845987,3321.6087854813986,3115.1762335955927,2201.944834739935,488.6480047030021,-161.68692702205848,-522.3309885382276,624.8126148670148,21.5452625816212,37.859
Low income,2020-08-10,685980395,1555.9889633069706,3260.7192519240075,3027.6637580541064,2044.0923893079766,641.42515512191585,-326.5257897691735,-1224.3751667599063,624.8126148670148,21.5452625816212,47.43
Low income,2020-08-17,685980395,1907.4038132737674,2910.5382725642285,2855.491959823871,1991.6989339060892,583.2056101364614,-461.0450348418033,-1084.7476241351394,624.8126148670148,21.5452625816212,54.573
Low income,2021-04-26,685980395,1736.1794624878328,2880.069550213313,2810.3770965383005,1849.3664558948233,814.1985661234792,-67.66311658376651,-278.21020847703676,0,0,89.575
Low income,2021-05-03,685980395,1271.2012966946675,3264.885417329889,3071.5543656398977,1744.3318126980028,626.4653893594377,-400.50609123001556,-774.3718529739491,0,0,70.573
Low income,2021-05-10,685980395,1429.649859822941,3491.2061474488983,3228.6502317628083,1703.3322017615292,604.5615996501408,-742.0158468553336,-1276.0906954091047,0,0,75.856
Low income,2020-09-07,685980395,1326.4414603235068,2438.1969138078184,2353.4249077644345,1485.5441197579648,410.7247072214527,-344.26057633887564,-594.5408796716533,624.8126148670148,21.5452625816212,34.429
Low income,2020-09-14,685980395,1304.7030982893655,2540.4206144529585,2425.2205637055304,1449.9376705141763,459.8133080446233,-154.27674089700432,-665.7777022933244,624.8126148670148,21.5452625816212,28.000999999999998
Low income,2020-09-21,685980395,1335.5494740710042,2682.484060418145,2436.7319323368706,1539.049101889788,461.8330225150073,-92.33377931939455,-269.24237750636587,624.8126148670148,21.5452625816212,25.429
Low income,2020-09-28,685980395,1247.5218063074606,2510.7126333317333,2318.47325254166,1451.0631168685206,487.9706294165785,-106.60549370098354,-677.4313625940523,624.8126148670148,21.5452625816212,22.857
Low income,2020-10-05,685980395,1411.2577235359881,3015.22746639674,2427.52640459553,1704.0870497001542,631.901804287506,-38.14412369646853,-228.82257476184148,1628.212614867015,56.1452625816212,17.144
Low income,2020-10-12,685980395,1401.5272650648453,2834.727514616453,2506.1302667604605,1642.4816001285403,642.6225640203265,-214.32426401526274,-334.6943441831388,1628.212614867015,56.1452625816212,23.143
Low income,2020-10-19,685980395,1427.3906258460293,2861.4348455161467,2627.111060636369,1668.598749267614,739.2646781513483,33.5324629081781,-268.84100443020344,1628.212614867015,56.1452625816212,21.574
Low income,2020-10-26,685980395,1344.4770479646386,2977.9174268922125,2528.503004538521,1636.1693210631483,690.1998696041996,16.966903797002054,-345.3441770340081,1628.212614867015,56.1452625816212,23.288
Low income,2020-11-02,685980395,1493.436447886491,2906.7323306002627,2682.6543935694904,1789.2096206217075,844.9199270042803,21.82662252820282,-264.43966501307835,1628.212614867015,56.1452625816212,20.003
Low income,2020-11-09,685980395,1534.0986109950852,3013.048981838251,2766.721336160206,1965.901787520308,842.0160891603346,-40.30615820531632,-383.0506754380756,1628.212614867015,56.1452625816212,61.714999999999996
Low income,2020-11-16,685980395,1493.0647816210153,3014.669723659123,2723.501504328416,1977.6857610852812,809.2190119543278,-56.081419374090935,-266.534895752202,1628.212614867015,56.1452625816212,29.430999999999997
Low income,2020-03-30,685980395,333.6194139205194,1767.4051586568685,1524.3245391876908,601.3544259930434,-245.65410600623855,-1151.4112193272204,-1519.0603614132385,0,0,3.859
Low income,2021-04-05,685980395,1925.3616833309989,3555.053716552313,3507.2233469368102,2605.0937334348264,1072.0418211870106,72.26789329444802,33.44252918620541,0,0,90.001
Low income,2021-04-12,685980395,1952.3604742864145,3650.960435580744,3482.5309184416155,2597.5135928353106,1137.9669557416607,130.97665018851035,8.7071143527236,0,0,80.715
Low income,2021-04-19,685980395,2169.1999806138233,3465.714833708992,3211.7065366352303,2251.815124959035,1074.4416787895664,91.56688665752932,-11.726130974629033,0,0,108.144
Low income,2020-08-31,685980395,1650.123458109977,2806.2721456438708,2534.555488983013,1650.123458109977,639.4543279917153,-227.53020904594817,-819.7651183598019,624.8126148670148,21.5452625816212,33.286
Low income,2021-01-04,685980395,2367.8094498148866,3831.1937679708026,3464.83664156348,2430.145959059267,1038.4142879042479,203.51443307830098,-183.79529145238277,0,0,43.145
Low income,2021-01-11,685980395,2341.2654118857286,3558.883269698875,3506.333044904636,2412.5852643672865,1126.1818027950023,138.59713328410274,-31.967223104317895,0,0,51.427
Low income,2021-01-18,685980395,2486.0454978539624,3735.397213147977,3548.344074582617,2572.321931261886,1195.444451828105,260.83481235462125,-44.55494495620789,0,0,77.716
Low income,2021-01-25,685980395,2713.309078462565,3460.9190907051884,3349.2150182997343,2713.309078462565,1221.309568507057,276.844049873548,49.53078569587809,0,0,98.86
Low income,2021-02-01,685980395,2224.497858520833,3424.706637339274,3287.2670613656874,2451.7448934313024,1230.9615954567764,242.0785522507376,-26.682321938023616,0,0,66.429
Low income,2021-02-08,685980395,2029.4531007062612,3239.5850315136554,3031.0921895678425,2335.0607487943553,1002.5707230251597,301.27022323940207,-187.2409425588019,0,0,63.285
Low income,2021-02-15,685980395,1935.059007078076,3246.9819366066163,3042.538780871988,2367.9205764914514,958.9325646422441,149.17771174814476,-330.0691440240026,0,0,52.287
Low income,2021-02-22,685980395,1631.684864333971,3145.5294401547776,2959.0371542024964,2238.0332759417397,955.0850320752962,109.65978962423807,-280.3302422993493,0,0,50.857
Low income,2021-03-01,685980395,1600.8853466654923,3037.9656064930346,2909.16850012337,2391.939553946053,964.8871512098067,90.56918073861044,-256.4583605105054,0,0,47.428
Low income,2021-03-08,685980395,1678.037903068226,3471.897066931067,3250.9070582055137,2490.4428832338776,1001.1840773404319,37.393247167808205,-248.80516666580837,0,0,48.715
Low income,2021-03-15,685980395,2173.4617347974554,3367.1578087556954,3189.0573157996732,2329.013316185152,986.4748076925893,5.713329607947923,-28.431408431146412,0,0,64.43
Low income,2021-03-22,685980395,2245.941385234347,3450.7313912365585,3337.664501171314,2351.670735526615,1063.0871347905436,147.79637650994715,-15.157093501829689,0,0,68.861
Low income,2021-03-29,685980395,1933.5210752979483,3498.76748260829,3411.0903208732516,2553.603222599026,1060.033776496844,128.33046514856073,-68.57295498304785,0,0,84.43
Low income,2020-11-30,685980395,2234.2552998228075,3123.6354722704855,3070.519119109557,2234.2552998228075,897.0013074549523,18.51941055700812,-524.9137176078393,1628.212614867015,56.1452625816212,43.145
Low income,2020-12-07,685980395,1973.4897698553539,3506.2612924104806,3485.5148079061823,2349.023670371021,996.8250718497495,-28.896873302064254,-384.7170426664839,1628.212614867015,56.1452625816212,43.858
Low income,2020-12-14,685980395,2134.6395383117124,3560.6877237832905,3532.9738426958174,2631.007367860681,1045.987208471548,153.99034683671428,69.615546991611,1628.212614867015,56.1452625816212,48.571
Low income,2020-08-24,685980395,1650.6174550831706,2853.066159571513,2480.6755017600917,1681.344581068545,558.4398772240428,-416.05830579122215,-812.2549953712266,624.8126148670148,21.5452625816212,38.858
Low income,2020-12-28,685980395,2507.984087986723,4021.262310555139,3932.0763489269953,2743.84035569818,1343.2869980418388,294.0138914198011,-88.91207324525872,1628.212614867015,56.1452625816212,43.861
Low income,2020-11-23,685980395,1535.116956910442,3042.6754626174616,2526.031412389923,1801.0853262798994,785.7207754202652,38.61710995517807,-249.41088267997537,1628.212614867015,56.1452625816212,46.002
Low income,2020-12-21,685980395,2115.9458915211303,3986.7037939477786,3733.8167185535085,2719.6647518840737,1184.2346760390842,338.2425472255173,222.9279046274786,1628.212614867015,56.1452625816212,87.858
Lower middle income,2020-01-06,2954075487,2084.990980770871,5446.606916612231,4124.992661851105,2084.990980770871,-645.7074443969822,-2269.109767065165,-4639.837895136793,0,0,0
Lower middle income,2020-01-20,2954075487,2042.7058422994871,5517.915123051497,4212.390700371903,2042.7058422994871,-734.4337318243261,-2200.552802060545,-4742.371028564522,0,0,0
Lower middle income,2020-01-13,2954075487,2147.2278680866634,5638.66389824503,4295.969745601366,2147.2278680866634,-759.6854029325574,-2292.872749275556,-4644.4600434890135,0,0,0
